2025_09_09,2025_09_11,2025_09_16,2025_09_23,2025_09_25,2025_09_30,2025_10_02,2025_10_14,2025_10_16,2025_10_21,2025_10_23,2025_10_28,2025_10_30,Wavelength (nm)
0.02910077614854205,0.051632295468035626,0.024525888950453986,0.15128528950616754,0.481372822146041,0.13528930891741942,0.531050945824478,0.1989107067719376,0.43544951682434335,0.545971512961453,0.3057087849120093,0.2133676005914795,0.2669482203324791,709.971
0.009976848943912025,0.016373878032256924,0.00882180375471555,0.11638263155971251,0.41399802223914645,0.09492578890544284,0.4841774177060122,0.14696405872705584,0.41025444166851227,0.5053309211949428,0.24692013230194204,0.16782137735832803,0.24820061998941265,720.031
0.004352788840362488,0.0062252338347847,0.004181166999171613,0.0896755486231195,0.3498816543014521,0.06440294592208273,0.42998387267308635,0.10239602897648388,0.37444286876155486,0.45530136561455103,0.18921116420702622,0.12358739375069247,0.22362053299869478,730.006
0.002605330359986525,0.0032949342211662123,0.002641667302982925,0.0667206821304347,0.2862867528214476,0.04127584882535311,0.3601343802317826,0.06638250066886463,0.3271393165411096,0.39609604240233004,0.13593883980170185,0.08085507363981853,0.1916339578981268,739.974
