,00 coefficients,05 coefficients,10 coefficients
0,-6.954761028002434e-10,-4.08950493451126e-10,-1.0802114938502773e-09
1,9.727553972604043e-07,5.013352594611166e-07,1.605224063070561e-06
2,1.8858681570733955e-05,0.0001097975572350367,-0.00018775029846987903
3,-0.001718163570683131,0.004969573947120547,-0.00117640939586437
