Wavelength (nm),EQE pixel 1,EQE pixel 2,EQE pixel 3,EQE pixel 4,EQE pixel 5,EQE pixel 6,EQE pixel 7,EQE pixel 8
349.973,0.2661898029019212,0.28593189720115075,0.2864500781859254,0.29530069125172215,0.2828827753749299,0.29165104541824444,0.3018678870561048,0.2929530513861333
359.99,0.35869279383560587,0.3795373058953194,0.37754812204979904,0.3903774407500191,0.37758974337225343,0.3843594888731734,0.3992620022643176,0.3898387113896619
370.003,0.4342179818018578,0.4564050304535142,0.4522497898796963,0.47100406833555925,0.45401416636212516,0.4614576534573002,0.477823476392525,0.469122211129149
380.013,0.5310435937894984,0.5541768488886363,0.5480241069771177,0.5686357140842818,0.5517233752817851,0.5604248284480893,0.5760534475309218,0.5670330041812205
390.019,0.61899083809548,0.6426617924936019,0.6308479695417439,0.6552171137279917,0.6448736772092047,0.6496256665853245,0.6662236168625966,0.6573760985351131
400.022,0.6903473776331618,0.7122094893328407,0.6946829595754674,0.7194749528394422,0.7187454223288132,0.714589049447155,0.7368470549106713,0.7257369988534994
410.021,0.7532932917648352,0.7707024651999755,0.7519149089506153,0.7795771111335386,0.7783958832576678,0.7764339930499226,0.7972104458261446,0.7915105857055631
420.016,0.8047732202455606,0.818963286798772,0.801583970446586,0.8299201013863958,0.8246151739260247,0.8258078343915698,0.8469572460500503,0.8454358856675861
430.007,0.8389938544425687,0.8483810202986769,0.8372619139523189,0.871462744253998,0.852925378163761,0.8574566050472949,0.8799886943030756,0.8833156265739293
439.994,0.8699424212762606,0.8801315476679156,0.8684908492423479,0.9085911111525611,0.8843477347501683,0.8865081056857902,0.9120342094679001,0.914908244525986
449.977,0.8961623598446427,0.9066034058184057,0.9031880793969518,0.9358584706633473,0.9098585745536403,0.91681397720196,0.9368308381588677,0.942381709099312
460.035,0.9147469750677475,0.9290403932453358,0.921901603527463,0.9556417554121368,0.9298820789541267,0.9404793939748817,0.9592517608876542,0.9650688847595336
470.01,0.9305221508287311,0.9457477510622648,0.927551437478475,0.9752005419639532,0.9460300285401283,0.9564301865013066,0.9770935220140942,0.9821228801636415
479.98,0.9381782753722339,0.9545833378543136,0.9457033160449985,0.9840548114816342,0.9523455514859248,0.9616811936516901,0.9863306027638052,0.98933034323871
490.025,0.9427225927288562,0.9584104127677401,0.9626094770203619,0.9847984760246002,0.9524525311382348,0.9676498829018226,0.9887794069221651,0.993423620080014
499.985,0.9425545613937861,0.9571623680732148,0.9617127531061869,0.9829109489150487,0.9532020139733794,0.9697195835287122,0.9864173032789133,0.9919965250289718
510.021,0.9413277271605619,0.9550986832738496,0.9606648053567826,0.9809762375931736,0.9531752948514471,0.9646745847658792,0.980644254584779,0.9864631395050792
519.972,0.9342290752251659,0.9468979393322612,0.9556466521873718,0.9704483265496134,0.9454575279878826,0.9546187185948816,0.9733678224259786,0.976643412082785
529.998,0.9260713125203961,0.9369326049293981,0.9438805767596112,0.9577592600137773,0.9346818620410995,0.9464839014267984,0.9670650344509444,0.9657871742086005
540.019,0.9198241839990524,0.928809574148523,0.9332933474378666,0.9471403232449912,0.9271862761690776,0.9371793091545475,0.9572273946085782,0.9558819446665305
550.034,0.9081911470327578,0.916252730172925,0.9213343180624781,0.9325863876359547,0.9148746879549712,0.9225466380310534,0.9427545283351003,0.9412113216753366
559.965,0.898069199229658,0.9047993677114031,0.9114950900458456,0.921043410808272,0.904622676374961,0.9132928298801509,0.9287929419017694,0.9267251890842488
569.97,0.889248291810262,0.8933415259330736,0.89948466982346,0.9058660413313756,0.8946352307966351,0.9019428502449485,0.9161262776417031,0.9120837469851585
579.97,0.8823488801462038,0.8850117681593576,0.8873446319450923,0.8982846483025974,0.8884019514186418,0.8918667466475433,0.9058777381277979,0.9012955607758726
