Wavelength (nm),EQE pixel 1,EQE pixel 2,EQE pixel 3,EQE pixel 4,EQE pixel 5,EQE pixel 6,EQE pixel 7,EQE pixel 8
349.973,0.13791902735618997,0.09717401229778988,0.12078397211482429,0.13576895558141974,0.11313729124527265,0.12906273913365646,0.11994955262898042,0.19558478388332068
359.99,0.17286012531683326,0.11734058351652103,0.15124826852084136,0.17076727275515677,0.1412725466374678,0.16215823720164826,0.15046522373710622,0.25208267281442015
370.003,0.2035637338376779,0.13672802701931655,0.17943962937679409,0.20112925655804184,0.16530576492248633,0.19078214216174336,0.1774585351449623,0.30155054163094996
380.013,0.24621315152055495,0.16575118641888473,0.2171317924168354,0.24449421241051342,0.20286962873887945,0.23066359503531905,0.21835761029789838,0.36729722086800126
390.019,0.2855237007787312,0.19842700590500684,0.2566705466484273,0.2877140705514778,0.2433678641467392,0.2688076533972034,0.26008192708646605,0.43097489664077016
400.022,0.3275342957969782,0.22893126004833145,0.2932434426731051,0.3237889155275327,0.2787546274066355,0.2999328604797349,0.2962087167671622,0.48352439517310897
410.021,0.36238945925195254,0.25790317057323425,0.343504741877581,0.3558486480341912,0.3092429225339335,0.3294945299285286,0.3287560350644395,0.5278323432570826
420.016,0.39554630494579174,0.29038284788131613,0.3765002238507759,0.38664362603063074,0.33782964533831333,0.35835528081929036,0.36059992141350133,0.5676804138615358
430.007,0.42295766610278057,0.31847258482945157,0.4055357135176618,0.41164784978795127,0.363131950704441,0.38146032512063144,0.3884673667456732,0.5973854002468151
439.994,0.4458253864394279,0.34120992740207273,0.42863036390969816,0.4330063230450227,0.3853596028825626,0.4028618867494397,0.4122365168773452,0.6236851742457499
449.977,0.4641583209132411,0.36021832273662996,0.4489539426700385,0.44922334170564315,0.40385758730874743,0.4183495522194786,0.4322788289850202,0.64649352909028
460.035,0.4808131405165457,0.377651991060996,0.4649965103775308,0.4647037362029852,0.42115948750763016,0.43258048052935666,0.449521385355133,0.6661794611341728
470.01,0.49150115017571555,0.39027186100843747,0.47595107910796525,0.47508590836225256,0.43410533215538577,0.4435053683387557,0.46133416110915,0.6788914500826995
479.98,0.4979105854552723,0.3980861645251635,0.4822744715815552,0.4801823168433719,0.4414536903715635,0.44760717353165114,0.46784809969558533,0.6836246542656395
490.025,0.5035255615634171,0.4042618035320403,0.48753606650869374,0.4844949945423862,0.44415309727932695,0.4522339646344069,0.4726342843321981,0.685740225894293
499.985,0.5033485711516419,0.407378220235221,0.49117844205749334,0.48438101582780807,0.44939712258291115,0.4531961881258016,0.4738427538020912,0.6826790977539268
510.021,0.5016289587054094,0.41021545202311077,0.49403731457944483,0.4846018139943555,0.450636038871131,0.4535798413024475,0.4750123898180703,0.6801886989507877
519.972,0.4968328409021443,0.4115061139575275,0.49331432438721184,0.4833188848344067,0.449648625140087,0.45211155899863614,0.4740778071089183,0.6752578788359657
529.998,0.49711356239365,0.4129014338824992,0.4922497823955381,0.4830932086162308,0.4486566287632985,0.451055405852888,0.47342692600964353,0.6729923166303148
540.019,0.4951613228109177,0.4135220659143147,0.4910198834363,0.48177977348776807,0.44764698143766113,0.4515842407732713,0.47230332383550405,0.6676614275701734
550.034,0.495569968843109,0.4146038828061958,0.49214893613542643,0.4807955886936758,0.44773396386595155,0.4515627294434269,0.4717295990250382,0.6617312813743297
