Wavelength (nm),EQE pixel 1,EQE pixel 2,EQE pixel 3,EQE pixel 4,EQE pixel 5,EQE pixel 6,EQE pixel 7,EQE pixel 8
349.973,0.0603664379317492,0.05956863629937616,0.06002024384027886,0.060682942441041,0.060742316785459396,0.06027498719186196,0.062290182639438994,0.06360945006742785
359.99,0.07817728169889712,0.07722674047021592,0.07678008622441272,0.07729067231958392,0.07724959732102461,0.07845407072234663,0.0809102930744029,0.08056542052143574
370.003,0.09885718339771284,0.09734251509892354,0.09519735241675249,0.09585213396712725,0.09617578157936021,0.09759218085524639,0.10098571974032185,0.09992952846223288
380.013,0.1236134898167564,0.12057168484567886,0.11951516777123113,0.1173254950110606,0.11861213118764996,0.1223971042218021,0.12564942285361505,0.12275916036470258
390.019,0.15536692747944802,0.1535389435590778,0.1521953680446182,0.14818527707603737,0.14992455040527647,0.15606975370200526,0.15835980514382242,0.15471730481451512
400.022,0.1847525857187832,0.18402231625059126,0.1811742479364751,0.17577070881318055,0.17653171332874243,0.18576760196924424,0.18685219413454746,0.18271283163107394
410.021,0.21058193025129074,0.20798713578626393,0.199531076804699,0.1995475259822023,0.1999160979277662,0.21064253048347598,0.21178738533993968,0.20618579575890267
420.016,0.23238395798636136,0.231210242705328,0.223199383071544,0.2223831148298895,0.22273744626065098,0.23499694566558027,0.23608507808581747,0.228637344004501
430.007,0.24420116249414994,0.2433819788232293,0.24510034310126658,0.2346616349663239,0.23707924523984997,0.24888168037656722,0.25068581311660165,0.24170134876908955
439.994,0.2611411700675427,0.2623391963085358,0.2629948120369554,0.25202712018231543,0.25360955668306295,0.2669310592990768,0.2690791001598664,0.2590737073563241
449.977,0.2755051691796193,0.2764585120128753,0.2773390158915627,0.26571042942964235,0.2668110159777869,0.2808951429657392,0.28355462672778103,0.27266871135960635
460.035,0.2877093083750374,0.2880100638738782,0.28992486846769805,0.2782924596686996,0.2778919416858973,0.2923761597351278,0.2953013098907942,0.28411423829955373
470.01,0.29567248067879315,0.2990031592531708,0.3008869821189785,0.2884897037141497,0.2876128997216432,0.30276832458709857,0.3055615248234291,0.29418966267880103
