Wavelength (nm),EQE pixel 1,EQE pixel 2,EQE pixel 3,EQE pixel 4,EQE pixel 5,EQE pixel 6,EQE pixel 7,EQE pixel 8
349.99,0.07302303911315244,0.06958736530696218,0.09659051005441455,0.10487123696137161,0.06157750761272412,0.09148420624499237,0.10647491064794148,0.11919464276826429
359.996,0.09026326039082751,0.08274293192844125,0.12825280080071713,0.13922192697621605,0.0623582155902245,0.1184843119635268,0.14307142648183382,0.16430023756408182
369.998,0.10418242547246719,0.09142076186189318,0.14725714545440688,0.16705632267466947,0.06949270791520973,0.13665076727431866,0.16733901742886537,0.1922470669991588
379.997,0.12135174168833154,0.10765500089043985,0.18323420619653102,0.20480995401179455,0.07618813152874859,0.15960672488298122,0.20090059439048308,0.2338371083854591
389.992,0.14756519199447848,0.12928859344025787,0.21918923094819953,0.24898562886905265,0.08586481200377732,0.19010635869992543,0.24738620062200936,0.283422790009619
399.984,0.1678947717445461,0.15091493265397737,0.2474693492897988,0.2839452355572462,0.09418211264863327,0.21395002328061646,0.2768594363976816,0.32204172368958417
409.971,0.1878378015683586,0.1680837191589044,0.2716557189285274,0.31393356981316595,0.10322078823511718,0.23650357924208154,0.3022353916914154,0.35547967956333226
420.035,0.21019902873873808,0.18906668544346808,0.2997129164884664,0.3453448334427535,0.1162067823222855,0.2588496494825866,0.32962237646198117,0.3894958411727455
430.015,0.23339089925038362,0.20691762902402136,0.31891169539912784,0.3705081016708454,0.13254252403297462,0.2789999245899636,0.3529768068948036,0.4179368319001586
439.991,0.25077525656294763,0.22204330104442785,0.3399794103328844,0.39365250637293425,0.14621322782563356,0.29703312509914026,0.373510352924477,0.44235501534207694
449.963,0.2642382296339661,0.23459669608484157,0.35467176085754337,0.4134356261377919,0.15600020674000184,0.3118585940865585,0.38954895419411895,0.46105135472440023
460.01,0.27538852952687093,0.2455189613106521,0.3684485839982591,0.4282293097888977,0.1633416292215794,0.3227135627730582,0.40520006731110636,0.47388984777860094
469.973,0.2810870350591264,0.2527161668449803,0.375888898411436,0.43546838290169176,0.1683632074017811,0.32799233067006245,0.40823165350516555,0.4800362147987601
480.012,0.286214864230567,0.25892224284940313,0.3828102078959395,0.4421515917050933,0.17268443069864156,0.3321917386164461,0.41230032849973774,0.48533871809338136
489.966,0.2892328302354625,0.2614872649962913,0.38442349024296235,0.44248192270719555,0.17489211647977113,0.3335579717931681,0.41390597716335387,0.4850808053656687
499.995,0.29134501856765976,0.26345782070677437,0.3847636148070245,0.4429734895600128,0.17724799358990498,0.3346105544939938,0.41469949248996124,0.4891795522936182
510.02,0.29501938744314116,0.2660553235550532,0.38559955643451577,0.4471260254343172,0.1796486040930803,0.3371289971999618,0.4148376112972043,0.4862963870681761
520.039,0.2950727314416968,0.26689928329367835,0.383620638605193,0.44649238867297425,0.1810026201978448,0.33528997478766726,0.4120050516080706,0.4815426496080885
529.974,0.2948765512458151,0.26804495221606356,0.3821571839284577,0.44466517298004826,0.1825647007570175,0.33366063476622876,0.41078817837037945,0.4795253741896724
