Wavelength (nm),EQE pixel 1,EQE pixel 2,EQE pixel 3,EQE pixel 4,EQE pixel 5,EQE pixel 6,EQE pixel 7,EQE pixel 8
349.989,0.1787617610943678,0.18798147033400647,0.1895309334706314,0.1890291516109185,0.09121494867112019,0.18072966018402817,0.1882860912212766,0.1866546378018063
359.994,0.27639255951488195,0.284473031755591,0.28843116989675893,0.2863586315176731,0.13208157492621156,0.27615647437183,0.2894927384200648,0.2860143585289788
369.997,0.3373111420796726,0.34627150963704745,0.3546799211146859,0.35130653679138507,0.15909771183791543,0.3356518499959419,0.3524359949841939,0.3504707514558881
379.995,0.40452745991728417,0.41460940165669913,0.41988078431735293,0.42043134707878244,0.19970086781023944,0.4018463862749475,0.42169515861090623,0.41913488559864787
389.991,0.48266687752759746,0.49514182539430407,0.5007924336407541,0.5071277148043261,0.24887471304544112,0.47974885586824806,0.5018261238388532,0.4964961131790201
399.982,0.5410962268187763,0.5519816841847236,0.5717584884008262,0.5629121607936377,0.2892393039893808,0.5379370716103165,0.5604696267535324,0.5534426075457565
409.97,0.5936979728527451,0.6019545594114292,0.6129600491755708,0.6119864593207079,0.3231154006030296,0.5856066527278327,0.6104214404377851,0.6022287431537724
420.034,0.6399986386194398,0.6453372144610287,0.655175878949107,0.6618600906812544,0.3515957184819834,0.6270723793910719,0.653260870023446,0.646383590069104
430.014,0.6703777424304712,0.674712968520231,0.6838259890380924,0.6855597060584617,0.37356897824127544,0.6548620093383719,0.6816631130322915,0.6740725370107892
439.989,0.6960759092137052,0.7003490220097706,0.7108567621116961,0.7108909058030703,0.39593301062983915,0.6787425856987424,0.7069609992405774,0.7011102511109418
449.961,0.7187137406100147,0.7223172701577013,0.7464179705674313,0.7324276443928016,0.4155355538145833,0.7002916210435546,0.7287253785747467,0.7281089211652275
460.008,0.7374542307773183,0.7453641862674638,0.7658726071026097,0.7530938176692065,0.4327545019326387,0.7209777718308708,0.7493320882063592,0.7456063161910979
469.972,0.7460394502169022,0.7531757943166679,0.7711896767586578,0.7634189297737691,0.4431177956353722,0.7309931823612617,0.7593810862471023,0.7533099263629361
480.01,0.7546102640107083,0.7642903516959672,0.7724821184102045,0.7745782879965153,0.452666045812604,0.7412290773422348,0.7697616474756479,0.7659671475199786
489.964,0.7565715476764201,0.767662345743156,0.776859173678282,0.7762733131069519,0.45750087324964667,0.7428228948514457,0.7854917355244107,0.7697608485299338
499.993,0.7587216871988178,0.7684984690867075,0.7753880608443346,0.7762196579180475,0.46065486056098603,0.7416579385868959,0.7739520937864686,0.7687226714256599
510.018,0.7597488949900744,0.766893504693075,0.7791694353932807,0.7746485245936007,0.46393086696089275,0.7391046210490455,0.7699211651172292,0.766250788589462
520.037,0.7559963845113161,0.7609797302782324,0.7683320644584017,0.7682130218842989,0.4636866379209273,0.733458930389622,0.7635659915033847,0.7620153712137259
529.972,0.7502714984992467,0.7534689373860143,0.7604785862921577,0.7596112976062787,0.46300630159556455,0.7263365063870033,0.7565102260377952,0.7541325070703732
539.982,0.7411009460692728,0.7432523497531202,0.7507984909026466,0.7483737985876149,0.4604120176863494,0.7179928286811098,0.7467828699344363,0.7418182824155529
549.986,0.7353424690691376,0.7373581364548202,0.74479486613574,0.7402863597049977,0.46101020297440937,0.713206653114656,0.7413708505974159,0.7332050401626147
559.985,0.7299153326692104,0.7307805094743369,0.7370456162854222,0.7319293421075225,0.4619176539086076,0.7083410979075835,0.7357770724673258,0.7318409558325523
569.979,0.7192767849162225,0.7224218474403892,0.7226946066579125,0.723544745553975,0.4603968616886547,0.6985049418194578,0.7262989592610711,0.716817087275193
579.967,0.7270888524199947,0.7179884867969594,0.7193612089256719,0.7270822023496414,0.460758931061714,0.6945601323471614,0.7228707978715858,0.71686777308158
