Wavelength (nm),EQE pixel 1,EQE pixel 2,EQE pixel 3,EQE pixel 4,EQE pixel 5,EQE pixel 6,EQE pixel 7,EQE pixel 8
349.989,0.20371412959987725,0.20666586414830734,0.2110000710054788,0.2110693551574202,0.2055352444099427,0.21132424877000125,0.21489960486530948,0.21007483789261214
359.994,0.2936925637498889,0.29643523248677095,0.3090751126480243,0.30670796138123607,0.29314904508634215,0.30525222728155993,0.3116043321862993,0.303757586356896
369.997,0.3586019136216225,0.3602243786259554,0.3681968385670878,0.37068829526605057,0.3571760710827616,0.3711278360544123,0.37461660447273537,0.37231793577716127
379.995,0.43745157510402133,0.4374878071447638,0.4548931206394043,0.4538336341474577,0.43479141037334107,0.4503553889758492,0.4539787042584861,0.4496892331739429
389.991,0.5097193514237367,0.5126129879774489,0.5208840230797662,0.5235965623255091,0.5093858735239949,0.5253785611391214,0.5313801789096136,0.5247995505187181
399.982,0.5647381142466353,0.5642748517391993,0.5753925487511794,0.5777923351255918,0.5631004411694608,0.5806076040870559,0.5803128615928377,0.5802418600395022
409.97,0.6158538286036703,0.6116736844424997,0.6335313789295354,0.6261070115567312,0.6146964163107113,0.6301496058727739,0.6291784550036599,0.6356916461316218
420.034,0.6640987329381057,0.6600005115393638,0.668854527250091,0.672720391563782,0.6621645480458246,0.6758930251987808,0.6766783581977484,0.6804544497935824
430.014,0.6992270463904583,0.688379576510437,0.6977937092592256,0.7021968209089946,0.6909605696947831,0.7061461152342443,0.7142367279081934,0.7099505689372282
439.989,0.7159628115270061,0.7095017521601935,0.7239673546924144,0.7253935376172284,0.7156733407778072,0.7312650582627375,0.7302038389403844,0.7335965633779116
449.961,0.735522070939601,0.7310991496986701,0.7448369275042693,0.7463442698065449,0.7363199432253423,0.7511826704839576,0.7486610595829982,0.755161662807416
460.008,0.7515294893137597,0.7511045052291166,0.7615840301435688,0.7633630195517093,0.7542117596262018,0.7684874609425272,0.7673152405987699,0.7689813929526202
469.972,0.7631793533089167,0.7612214988345535,0.7714689697759534,0.775171228403313,0.7619497770583725,0.7809835741877608,0.779771968315528,0.7796928307430813
480.01,0.773746687345352,0.7696647176423587,0.7811424986776586,0.7847452233779293,0.7719179507970106,0.788851418010152,0.7896497711670066,0.7894670173230878
489.964,0.7790557697066098,0.7789527894242781,0.7851844001881022,0.7883855497136061,0.7764137907306919,0.7943674453244454,0.7946716860733892,0.7955546632072316
499.993,0.7807498871253118,0.7875195628415617,0.7867737827129488,0.7884009540514176,0.7819606670254975,0.7955604874026279,0.7956480009605277,0.8047181351841951
510.018,0.7804291278355605,0.7818743811728701,0.7865655463300772,0.7876808729179776,0.7818162341723309,0.7947701177095708,0.7945630149628954,0.8009074522169414
520.037,0.7748530844895811,0.7723421928892414,0.7823994440103288,0.7834531524158793,0.7762487866912915,0.7890774722484768,0.78833744260767,0.7929489664646853
529.972,0.7674701154185162,0.7644678246917491,0.7724282425793547,0.775292324799973,0.7684906899471353,0.7803891767319378,0.7799156555219717,0.7831127726754787
539.982,0.7610420890179953,0.7594522580495686,0.7627804093821395,0.766988955708936,0.7599387510263853,0.7769977990085565,0.7720000932944323,0.7744106333163042
549.986,0.7537584754829978,0.7505924069294413,0.7546316635817245,0.7564325264637641,0.7546053403807418,0.766268178320355,0.7640531921251436,0.7642878277238525
559.985,0.7480587381126718,0.7436146921327794,0.7470428737644075,0.7452105224832117,0.7467752181415073,0.7589668855662702,0.7555898140813292,0.7546263646307217
569.979,0.7398254839221163,0.7356524145061099,0.736604541099146,0.7353427175667425,0.7403585399080316,0.7516625853280182,0.7445190248759812,0.7445467571143958
579.967,0.7344257170742855,0.7293527807248928,0.7260269006355065,0.7325361263995012,0.7363015328383784,0.7476385984296672,0.7376917092402316,0.7393992937628197
590.029,0.7305297750463191,0.7239138171541498,0.722578653096808,0.7352912435339302,0.7329005689014713,0.7431099738535865,0.7267647433268603,0.7410399357543856
600.006,0.7260233813586626,0.7153647549414152,0.7216607077269422,0.7351772535960631,0.7263392728204,0.7319781247833478,0.7203130936546486,0.7420759326197219
609.977,0.7187953587455621,0.7023268272097637,0.7208664363525615,0.7267524454356298,0.7191739890863129,0.7174189091238651,0.7170488677900467,0.7387408603779007
620.021,0.7139742426078703,0.6932342078730628,0.7221081733556506,0.7153467297354107,0.7145999439820157,0.7074390798512291,0.7188045568384612,0.7311782681531773
629.981,0.7101060352657799,0.6883245149974658,0.7209985511415617,0.7004273838881183,0.7090820531772762,0.7035768041166282,0.7224412970903378,0.7210742286157978
640.013,0.7101343824043778,0.695635341627852,0.7221517335964638,0.6929143482043331,0.7099546489838948,0.7098805596307367,0.7305535892099894,0.7135253662069314
650.039,0.7062482741882723,0.6975003840594939,0.7232682060905304,0.6803525902562765,0.7057427097936338,0.7108446597874851,0.7287220308109627,0.7023251288113338
659.98,0.6955485392519549,0.6857247832355915,0.7051073756897493,0.6496993919272716,0.6954232058989757,0.6995125572830871,0.7198463634262139,0.678903650258586
669.994,0.6497991876401094,0.6400221108740799,0.6438912442263965,0.5602739120376816,0.6539940176372406,0.6595730295464768,0.6737825585268816,0.5873160981963963
680.001,0.4853068508650607,0.5041261263232459,0.4260233053537734,0.3583738632396714,0.49858052712837514,0.5273950926889379,0.48120381861643097,0.3690715167859995
689.983,0.23951594997779385,0.2762796524984658,0.1859075734278832,0.16872143131121187,0.26573643485550535,0.31038971061624937,0.22287647998466353,0.1709953996290268
699.979,0.09294389907502125,0.11036435600198684,0.07314015522392261,0.07314166601398964,0.11460187859866738,0.13841359827632513,0.08800215192254504,0.07406292856842342
709.968,0.0371979030412542,0.04366172152401951,0.03333777872453254,0.030896538328145574,0.04982165732361179,0.05977118681519575,0.03897931475662482,0.03308256949980844
720.029,0.018149133565093786,0.021156532887866893,0.01833516914448412,0.014405828357803834,0.024415952555383324,0.029033682855600488,0.01984783860731735,0.01658196641671187
730.004,0.01056902087577869,0.012293077081403302,0.011535205862850046,0.007855393280648463,0.013438221945952357,0.015670006403223597,0.011611467064417576,0.009390084319323307
739.972,0.006585703065178853,0.007852349672939544,0.007660268578990667,0.004746656654142815,0.007462726323956289,0.009085917217088837,0.007330750929673587,0.0057612896131138056
750.011,0.004235984166814416,0.005362343584338914,0.0052027663901962635,0.003186146053650085,0.004526293682770322,0.005595658920667117,0.0048818644429699165,0.0035138078261865925
