Wavelength (nm),EQE pixel 1,EQE pixel 2,EQE pixel 3,EQE pixel 4,EQE pixel 5,EQE pixel 6,EQE pixel 7,EQE pixel 8
349.99,0.0969396851348448,0.08679622149972377,0.11146841083399121,0.12664807327035943,0.0771414701768736,0.08445032590162316,0.08856726014893512,0.10294286272469466
359.996,0.13101545137326776,0.11647689299222762,0.15399541785743576,0.18619768501000464,0.09722292143670207,0.11055182122465793,0.11541840503756387,0.14208072932400886
369.998,0.1522140102653967,0.13590273418833584,0.18195273641466378,0.22387476642390067,0.11023308942713979,0.12601185106831908,0.13825229460043204,0.16585749141972184
379.997,0.18237140629972964,0.16216345543131772,0.22193393609577317,0.27532461300150424,0.1286888806679026,0.1503592216342483,0.16855534394412547,0.19658014586892925
389.992,0.2123225549744487,0.1893294623143881,0.25889638643025803,0.3282518025779792,0.14765775882375826,0.17375790909699682,0.20339183589999787,0.22693938715701525
399.984,0.23305350087352839,0.21044105766425847,0.2865524705195573,0.3670227695642889,0.1626149722621656,0.19188654666860855,0.23165255224659065,0.24808611915585904
409.971,0.2566707248481849,0.22993457157257358,0.31099429117094357,0.4027484397139396,0.17800175974115995,0.20994552645350215,0.2560149497796371,0.2682636322772003
420.035,0.27828026220877333,0.2500133657304262,0.33544093027967997,0.43533195508190464,0.19607733018855028,0.22865248232976756,0.2780599421214611,0.2889913822837322
430.015,0.30400856795632303,0.2712172385636129,0.3581379553585806,0.46529367514699554,0.21674383300760633,0.24939626350716682,0.29759155215249194,0.31186906261664266
439.991,0.32428853319651496,0.2852544814696381,0.37819221837134936,0.49000261415009316,0.23557213933719953,0.2667260245630127,0.3137277430217035,0.32922434991299293
449.963,0.34226379899936316,0.2993903040770101,0.39606073830096367,0.5125566987391585,0.24952083252724222,0.2805788803961789,0.3283173093162446,0.344021240256471
460.01,0.3562029643337537,0.31103203727069834,0.4104528490845762,0.529586561636881,0.26001194986244525,0.2917166651698963,0.34109129791611636,0.35594513549626405
469.973,0.36355590168751045,0.3181349518342876,0.41840378283288854,0.5394378925579139,0.26621950246408715,0.29905914008209045,0.3484457834756061,0.3636203405477234
480.012,0.3697004600908918,0.3243667551337792,0.42419068075432753,0.547596456505087,0.2714012235894151,0.30556441347042007,0.35382467685690666,0.3697690758971487
