Wavelength (nm),EQE pixel 1,EQE pixel 2,EQE pixel 3,EQE pixel 4,EQE pixel 5,EQE pixel 6,EQE pixel 7,EQE pixel 8
349.99,0.08470953902259605,0.0882443636206898,0.07733874905117649,0.09241320879708367,0.10335692675483343,0.09813391754227908,0.07426164377950552,0.09639978658225211
359.996,0.11251910205961098,0.11395284528970931,0.11432914331083041,0.12701136613958877,0.14611957939358672,0.13438977801105298,0.10378234235161833,0.13675094060452092
369.998,0.13221023882407842,0.13536405675375665,0.13479916969102465,0.14937246673748683,0.17700244957036002,0.16236611348726518,0.12310031049308282,0.16759135374061732
379.997,0.16680556067291089,0.16780347803972404,0.16981098949086407,0.19718975396796642,0.22403522134042045,0.20383657517660983,0.15287833162448522,0.2122742173234688
389.992,0.2094807593612471,0.2112525045374384,0.2170202940687797,0.2488712750226555,0.28353277520800796,0.2586203067478548,0.19309738171982171,0.269575235526203
399.984,0.24949545752664903,0.2528191166805327,0.2587857762138399,0.2957967448029569,0.3378292926284788,0.3078884121856632,0.22977733427231295,0.318323932597248
409.971,0.28648193279624323,0.2881556475374249,0.2998755986288395,0.3403923431673366,0.3823781834356656,0.35664031388337775,0.26459180492065587,0.363177126838196
420.035,0.3236931143643343,0.3236086844337965,0.33362764035790693,0.3862066776862677,0.42507712134248443,0.395278075351408,0.29765278724147476,0.40323978383348386
430.015,0.358475347381031,0.3519595139915392,0.36501616902393624,0.4170897689940953,0.45776985753593136,0.42994197893452457,0.32462828553663436,0.4346404430550083
439.991,0.38866431055058404,0.3793438386701567,0.39526763352956557,0.4484778426347269,0.4920047493728069,0.46516996397721183,0.3524159236322966,0.4668251915425231
449.963,0.4138586599034904,0.4019740250919692,0.41996853731612094,0.47665774068197764,0.5221092181221373,0.4933208097418286,0.37300797438425404,0.49234465327747334
460.01,0.4358059545296315,0.4207243989160609,0.44154711710766265,0.4963908766925005,0.541344621418351,0.5218019570706898,0.3900280422393577,0.5130553503130902
469.973,0.44769098352302833,0.43257973631003865,0.45487725137816065,0.510421230251538,0.5547028401179048,0.529797133354181,0.400244624205517,0.5262182360487389
480.012,0.46351683860269055,0.4451563573470338,0.46788707686497716,0.5276599088818675,0.5695910737154922,0.5429165395982086,0.41291403473844257,0.540580680624101
489.966,0.4705085858565588,0.4516333962984399,0.4734313100401941,0.5308318509908304,0.5753520442341251,0.5486312509708338,0.41943126980724676,0.5461910830314879
499.995,0.47458823269000433,0.45878019759766403,0.47956450755251306,0.5372002646034661,0.5807218300409153,0.5567941699050485,0.4248887270008535,0.5502511600566597
510.02,0.4754503220100616,0.4621262006717912,0.48241472981021183,0.5396231886786076,0.5824294820429151,0.5567065353880545,0.42711790954814244,0.5497206218542873
