Wavelength (nm),Current (A)
349.99,2.507134550111111e-09
359.996,4.0669128494444445e-09
369.998,5.949360341999998e-09
379.997,9.697163281222219e-09
389.992,1.6789092960000003e-08
399.984,2.5981944894444435e-08
409.971,3.7584359257777775e-08
420.035,5.1179072370000007e-08
430.015,6.234338264444445e-08
439.991,7.96220672855556e-08
449.963,9.997107983666668e-08
460.01,1.2274127983333333e-07
469.973,1.4034664786666672e-07
480.012,1.6204750572222225e-07
489.966,1.8179007617777768e-07
499.995,2.0203648793333334e-07
510.02,2.1854958478888893e-07
520.039,2.3366020699999997e-07
529.974,2.4834107736666664e-07
539.984,2.5786118456666664e-07
549.988,2.673432538000002e-07
559.987,2.822775186444444e-07
569.981,2.881161212777778e-07
579.969,2.923167835444444e-07
590.031,2.98786568588889e-07
600.008,3.0732323427777774e-07
609.979,2.9577526093333314e-07
620.024,2.8368650406666667e-07
629.983,2.770294737999999e-07
640.016,2.752855091222221e-07
649.963,2.6794285850000005e-07
659.983,2.54500036711111e-07
669.997,2.3782258826666676e-07
680.004,2.2215668944444444e-07
689.986,2.645435094555556e-07
699.982,2.6661781577777774e-07
709.971,2.6174742030000015e-07
720.031,2.481511671777778e-07
730.006,2.2625495939999997e-07
739.974,1.9619922623333338e-07
750.014,1.565052370222222e-07
