Wavelength (nm),Current (A)
349.989,4.4816319962222225e-09
359.994,8.203425510000002e-09
369.997,1.2498631647777777e-08
379.995,2.1206703514444455e-08
389.991,3.740263115e-08
399.982,5.736818976444445e-08
409.97,8.102216694444447e-08
420.034,1.0774558902777774e-07
430.014,1.2795692747777776e-07
439.989,1.599075858e-07
449.961,1.9743842191111109e-07
460.008,2.359025273555555e-07
469.972,2.696158358555555e-07
480.01,3.0912891356666657e-07
489.964,3.440514008111111e-07
499.993,3.7814873081111105e-07
510.018,4.0581998871111097e-07
520.037,4.327693234555555e-07
529.972,4.5600778634444455e-07
539.982,4.69895301922222e-07
549.986,4.86562426811111e-07
559.985,5.100354607333331e-07
569.979,5.192986101666666e-07
579.967,5.258847702777777e-07
590.029,5.296308522444445e-07
600.006,5.325319617444443e-07
609.977,5.225281137777778e-07
620.021,5.033804687222223e-07
629.981,4.870252047111111e-07
640.013,4.7430300865555566e-07
650.039,4.534253909333332e-07
659.98,4.2124950669999994e-07
669.994,3.823561795666667e-07
680.001,3.4698936753333333e-07
689.983,3.995535959333335e-07
699.979,4.047755813666665e-07
709.968,4.0207058372222206e-07
720.029,3.8007395157777766e-07
730.004,3.4991308315555564e-07
739.972,3.054777002000001e-07
750.011,2.4423193163333334e-07
