Wavelength (nm),Power (W)
349.973,1.1334742846999994e-07
359.99,1.3745127510300005e-07
370.003,1.7360736662899997e-07
380.013,2.378857433329999e-07
390.019,3.1992187125000006e-07
400.022,4.0586834499e-07
410.021,4.9837344447e-07
420.016,5.955259934199999e-07
430.007,6.370531716400002e-07
439.994,7.395021247900002e-07
449.977,8.388717790300003e-07
460.035,9.327067906500004e-07
470.01,1.0180575034399997e-06
479.98,1.1173888828499997e-06
490.025,1.1956486642100002e-06
499.985,1.2761905452000002e-06
510.021,1.3336981055300008e-06
519.972,1.39359552804e-06
529.998,1.4380787087799993e-06
540.019,1.4518895750800002e-06
550.034,1.4475564483399993e-06
559.965,1.5084367708800001e-06
569.97,1.5309909206700007e-06
579.97,1.54273847898e-06
589.964,1.5707789839200006e-06
600.032,1.564694883999999e-06
610.014,1.5097617273599997e-06
619.991,1.4565009514e-06
629.962,1.4241399901600004e-06
640.006,1.3998575190100002e-06
649.964,1.35912553272e-06
659.996,1.2843437901399986e-06
670.021,1.20071567669e-06
680.039,1.13322105192e-06
690.015,1.2244400841599997e-06
700.014,1.2631834142099998e-06
710.006,1.2783270590800005e-06
719.99,1.2749724390700002e-06
729.968,1.2558717662900003e-06
740.018,1.2293109944099998e-06
749.981,1.1979242438500011e-06
