Wavelength (nm),Current (A)
349.973,6.521155543555556e-09
359.99,1.0688655751555554e-08
370.003,1.6779590046666665e-08
380.013,2.864620722888888e-08
390.019,4.5342938848888854e-08
400.022,6.517661539444446e-08
410.021,8.841248010333334e-08
420.016,1.1526884542222225e-07
430.007,1.325086003999999e-07
439.994,1.6324167770000006e-07
449.977,1.9606551020000015e-07
460.035,2.3026506152222222e-07
470.01,2.596735871888888e-07
479.98,2.9126480257777783e-07
490.025,3.1938816542222217e-07
499.985,3.469740438111109e-07
510.021,3.6949450703333334e-07
519.972,3.91565224033333e-07
529.998,4.122701896222224e-07
540.019,4.231002320555554e-07
550.034,4.321354749555556e-07
559.965,4.531926170888892e-07
569.97,4.616125927666667e-07
579.97,4.6804945788888887e-07
589.964,4.782993252888888e-07
600.032,4.795571745555556e-07
610.014,4.678321838666662e-07
619.991,4.5518043828888877e-07
629.962,4.5236133411111117e-07
640.006,4.497624254333334e-07
649.964,4.3743342128888905e-07
659.996,4.104753758999999e-07
670.021,3.7474637189999994e-07
680.039,3.3538260914444444e-07
690.015,3.364003480888888e-07
700.014,3.188446380888889e-07
710.006,2.945655888777777e-07
719.99,2.6303462794444443e-07
729.968,2.233368187444443e-07
740.018,1.7819198877777778e-07
749.981,1.2748986523333336e-07
