Wavelength (nm),Power (W)
349.989,1.16310787641e-07
359.994,1.4273434891800007e-07
369.997,1.7354343796899993e-07
379.995,2.27910740173e-07
389.991,3.132481126599998e-07
399.982,4.0782115514999986e-07
409.97,5.081947578999999e-07
420.034,6.140878735500003e-07
430.014,6.692540557299997e-07
439.989,7.746796174399999e-07
449.961,8.997045730899999e-07
460.008,1.0213107768400002e-06
469.972,1.1202983091900007e-06
480.01,1.2395030373199996e-06
489.964,1.3481307383000004e-06
499.993,1.46065710518e-06
510.018,1.5562385317800008e-06
520.037,1.6357464250800006e-06
529.972,1.7189608809600008e-06
539.982,1.7641072235900002e-06
549.986,1.8114503961599999e-06
559.985,1.8872037524599998e-06
569.979,1.8987897475200013e-06
579.967,1.9050430973799999e-06
590.029,1.9185805659599995e-06
600.006,1.916695346649999e-06
609.977,1.8662256170999997e-06
620.021,1.7898088666599996e-06
629.981,1.7508889634399994e-06
640.013,1.7155090268900013e-06
650.039,1.6745856556500008e-06
659.98,1.6026949714400002e-06
669.994,1.513238185570001e-06
680.001,1.4272783857799997e-06
689.983,1.58871065821e-06
699.979,1.6197854307800007e-06
709.968,1.6291773090200005e-06
720.029,1.6039308429299995e-06
730.004,1.57356024317e-06
739.972,1.5346710915499994e-06
750.011,1.4830957638700005e-06
