Wavelength (nm),Current (A)
349.99,6.051003828111109e-09
359.996,1.1238424186555555e-08
369.998,1.715726239444444e-08
379.997,2.7925482055555546e-08
389.992,4.721284983444443e-08
399.984,6.998374410555556e-08
409.971,9.886230317666666e-08
420.035,1.2966900767777778e-07
430.015,1.5264163201111105e-07
439.991,1.8713455513333335e-07
449.963,2.2843124256666654e-07
460.01,2.7158447814444447e-07
469.973,3.107113628777779e-07
480.012,3.554624941555556e-07
489.966,3.937878160888888e-07
499.995,4.3018346464444445e-07
510.02,4.628356789999998e-07
520.039,4.904511965888886e-07
529.974,5.167483017222223e-07
539.984,5.321093230444445e-07
549.988,5.485353310666668e-07
559.987,5.701502391999998e-07
569.981,5.743035284111111e-07
579.969,5.763730844111109e-07
590.031,5.845931264555556e-07
600.008,5.862160862555557e-07
609.979,5.746065059222221e-07
620.024,5.573119142111111e-07
629.983,5.494829246555554e-07
640.016,5.488501087333332e-07
649.963,5.389917754777778e-07
659.983,5.079760508777776e-07
669.997,4.487833202555554e-07
680.004,3.5465763333333337e-07
689.986,3.092897915777778e-07
699.982,2.3725909261111115e-07
709.971,1.8106915774444445e-07
720.031,1.3417615370000001e-07
730.006,9.50708790711111e-08
739.974,6.374148621666665e-08
750.014,3.960324516666664e-08
