Wavelength (nm),Power (W)
349.989,1.0267917610000003e-07
359.994,1.156410813169999e-07
369.997,1.3445845091499997e-07
379.995,1.6359176619899996e-07
389.991,2.1138326142500013e-07
399.982,2.6609339046e-07
409.97,3.250771596700002e-07
420.034,3.873168607600002e-07
430.014,4.2111465844000016e-07
439.989,4.855414678699995e-07
449.961,5.614278989900001e-07
460.008,6.349791521900001e-07
469.972,7.012100979699997e-07
480.01,7.726149655400005e-07
489.964,8.3973727959e-07
499.993,9.026729042800004e-07
510.018,9.539352547599993e-07
520.037,1.00400641859e-06
529.972,1.0496905050999995e-06
539.982,1.0764423390799999e-06
549.986,1.1004110561899998e-06
559.985,1.1414638675700006e-06
569.979,1.1480143285999998e-06
579.967,1.1499448260000002e-06
590.029,1.15717176045e-06
600.006,1.1542868955200002e-06
609.977,1.12015413071e-06
620.021,1.06767451228e-06
629.981,1.03650329682e-06
640.013,1.0148164329399996e-06
650.039,9.842883736400002e-07
659.98,9.364747779300002e-07
669.994,8.810838212900011e-07
680.001,8.267172972900002e-07
689.983,9.9377489592e-07
699.979,1.0111601341099995e-06
709.968,1.0097055698800001e-06
720.029,9.922789482400005e-07
730.004,9.643675227100001e-07
739.972,9.346174222300002e-07
750.011,9.019561992300001e-07
