Wavelength (nm),Power (W)
349.973,1.0596526615200003e-07
359.99,1.2794865821599997e-07
370.003,1.6066673993699994e-07
380.013,2.1983419138800002e-07
390.019,2.970764637100001e-07
400.022,3.810935286600002e-07
410.021,4.7212532482999997e-07
420.016,5.680127813999997e-07
430.007,6.102561397900002e-07
439.994,7.104180571500001e-07
449.977,8.109513661300003e-07
460.035,9.0843020963e-07
470.01,9.966691008100007e-07
479.98,1.0996298866100001e-06
490.025,1.1798135312800005e-06
499.985,1.2675621679099997e-06
510.021,1.3334851235099991e-06
519.972,1.4015507258600005e-06
529.998,1.45673847037e-06
540.019,1.4783728875599999e-06
550.034,1.4923707380500002e-06
559.965,1.5637855301800008e-06
569.97,1.5896568044699991e-06
579.97,1.6037898279500002e-06
589.964,1.6338989473900003e-06
600.032,1.6231931050999995e-06
610.014,1.5718020250300008e-06
619.991,1.5116681033699995e-06
629.962,1.4770469494300003e-06
640.006,1.4540811622700005e-06
649.964,1.4118507737900008e-06
659.996,1.3351077979199997e-06
670.021,1.2481061463900002e-06
680.039,1.1738194948099993e-06
690.015,1.2812428514400006e-06
700.014,1.3241123929300003e-06
710.006,1.3420495754600005e-06
719.99,1.33696789356e-06
729.968,1.3164732496099995e-06
740.018,1.2867468308599997e-06
749.981,1.2612664186699993e-06
