Wavelength (nm),Power (W)
349.989,1.31519380909e-07
359.994,1.56228859957e-07
369.997,1.8971170906600004e-07
379.995,2.482910064e-07
389.991,3.4193180404000004e-07
399.982,4.4455719292000005e-07
409.97,5.5031233254e-07
420.034,6.561646313600004e-07
430.014,7.048926807200002e-07
439.989,8.110739028700001e-07
449.961,9.305538669000004e-07
460.008,1.0485128424499994e-06
469.972,1.1466360135300006e-06
480.01,1.2638460423899996e-06
489.964,1.3696303568899997e-06
499.993,1.4612274100300008e-06
510.018,1.5449487881199996e-06
520.037,1.6087128358200008e-06
529.972,1.6775239924999996e-06
539.982,1.7084798612700006e-06
549.986,1.74074914418e-06
559.985,1.8023750066500002e-06
569.979,1.8120073932499999e-06
579.967,1.8099539768800003e-06
590.029,1.82437220257e-06
600.006,1.8147270280699998e-06
609.977,1.7606351546700005e-06
620.021,1.6853889060399998e-06
629.981,1.6420703456699997e-06
640.013,1.6083030744500003e-06
650.039,1.5609905455599998e-06
659.98,1.4912714442599993e-06
669.994,1.407700190679999e-06
680.001,1.31980381066e-06
689.983,1.57104285555e-06
699.979,1.5992435965699999e-06
709.968,1.603890266930001e-06
720.029,1.5865926667499988e-06
730.004,1.5577636521100008e-06
739.972,1.514843499379999e-06
750.011,1.4669899338199994e-06
