Wavelength (nm),Current (A)
350.005,6.425979731999998e-09
360.018,1.1316278046666666e-08
370.028,1.6813219551111108e-08
380.034,2.6733575332222217e-08
390.036,4.603929100444444e-08
400.035,7.058414294888889e-08
410.031,9.98587188544444e-08
420.022,1.351599781222222e-07
430.009,1.6000138084444445e-07
439.993,1.968446030444444e-07
449.972,2.4272330284444447e-07
460.026,2.8888040118888904e-07
469.997,3.285331010555554e-07
479.963,3.73866055e-07
490.005,4.173659656000002e-07
499.962,4.570840808333334e-07
509.993,4.933664337111108e-07
520.02,5.225963253666665e-07
529.963,5.502107100444444e-07
539.98,5.687633869555554e-07
549.992,5.849790705e-07
559.998,5.940436061111111e-07
570.0,6.221320629111112e-07
579.995,6.283849339777773e-07
589.986,6.366483063111109e-07
599.97,6.438680934444445e-07
610.028,6.369431114111111e-07
620.001,6.209490913333331e-07
629.968,6.131431929111113e-07
640.008,6.121820215888887e-07
649.963,6.100253094222223e-07
659.991,5.855028506999996e-07
670.012,5.311683034333329e-07
680.026,3.966482035222223e-07
690.032,2.4089215278888896e-07
700.032,1.1447833895555552e-07
710.026,5.528144125444444e-08
720.012,2.9425038243333335e-08
729.991,1.6733249019999998e-08
739.964,9.45332034044445e-09
750.007,5.1383537825555555e-09
