Wavelength (nm),Power (W)
349.973,1.1658374443599997e-07
359.99,1.4448503627099997e-07
370.003,1.8543399771299992e-07
380.013,2.585650382500002e-07
390.019,3.539127019500001e-07
400.022,4.5377214923999994e-07
410.021,5.603862751299998e-07
420.016,6.710996211499998e-07
430.007,7.1555791492e-07
439.994,8.288409301999994e-07
449.977,9.476775483300005e-07
460.035,1.0576926422699996e-06
470.01,1.1486223720600002e-06
479.98,1.26327643846e-06
490.025,1.3501780153900004e-06
499.985,1.4399674001100005e-06
510.021,1.5068506416800003e-06
519.972,1.5718777575599996e-06
529.998,1.6304022175900006e-06
540.019,1.6434783613900002e-06
550.034,1.653828721759999e-06
559.965,1.7222577805399998e-06
569.97,1.7435735755199995e-06
579.97,1.754335392140002e-06
589.964,1.7727908219100002e-06
600.032,1.7533546606799996e-06
610.014,1.690760897149999e-06
619.991,1.6278171909899994e-06
629.962,1.58811747212e-06
640.006,1.5548423738599997e-06
649.964,1.5060612417599992e-06
659.996,1.4200037600200002e-06
670.021,1.32810081827e-06
680.039,1.25204904063e-06
690.015,1.4057960283100002e-06
700.014,1.44934404041e-06
710.006,1.4614786477200011e-06
719.99,1.4529655976500003e-06
729.968,1.4263205946199997e-06
740.018,1.394912309800001e-06
749.981,1.3570973084000002e-06
