Wavelength (nm),Power (W)
349.989,9.445427040000004e-08
359.994,1.0656992006500009e-07
369.997,1.21877059872e-07
379.995,1.4740425797499995e-07
389.991,1.9141980705199993e-07
399.982,2.410944972180001e-07
409.97,2.9469099851000004e-07
420.034,3.5011114610000005e-07
430.014,3.7989427639e-07
439.989,4.3544515533000033e-07
449.961,5.034756669500002e-07
460.008,5.678422066100003e-07
469.972,6.236979252100003e-07
480.01,6.880409327400004e-07
489.964,7.474237543099994e-07
499.993,8.027155647e-07
510.018,8.5014965291e-07
520.037,8.908105505199997e-07
529.972,9.361676555099996e-07
539.982,9.564107047999999e-07
549.986,9.767772297100002e-07
559.985,1.0144430450699996e-06
569.979,1.0210375225699998e-06
579.967,1.0250693850800005e-06
590.029,1.03288391843e-06
600.006,1.0299054045499999e-06
609.977,1.0020788221800006e-06
620.021,9.570799605300002e-07
629.981,9.314309090899991e-07
640.013,9.137270069100003e-07
650.039,8.898785807999998e-07
659.98,8.479133336699996e-07
669.994,8.017341025399997e-07
680.001,7.5259301246e-07
689.983,8.8305370269e-07
699.979,9.014326179199998e-07
709.968,9.050697625199998e-07
720.029,8.9125284612e-07
730.004,8.736019185599995e-07
739.972,8.506387501700004e-07
750.011,8.228075489900005e-07
