Wavelength (nm),Power (W)
349.973,1.2298321532600008e-07
359.99,1.5325146172700005e-07
370.003,1.9724453369700003e-07
380.013,2.767129148e-07
390.019,3.810732778799998e-07
400.022,4.8690867209e-07
410.021,6.018972766599996e-07
420.016,7.195582383699997e-07
430.007,7.6994765083e-07
439.994,8.906991095699999e-07
449.977,1.0139104583499995e-06
460.035,1.1303301770100002e-06
470.01,1.2330746983399999e-06
479.98,1.3539672073500004e-06
490.025,1.44766421046e-06
499.985,1.5501750539000011e-06
510.021,1.6175851232700003e-06
519.972,1.6890093893900001e-06
529.998,1.751844560149999e-06
540.019,1.7734210265199995e-06
550.034,1.7905883789700008e-06
559.965,1.8625164383699995e-06
569.97,1.8904376612499993e-06
579.97,1.89342154171e-06
589.964,1.9149897117299988e-06
600.032,1.89849276282e-06
610.014,1.8362839891299994e-06
619.991,1.7597419741200005e-06
629.962,1.7180262727700007e-06
640.006,1.6814952573599993e-06
649.964,1.6250008855400007e-06
659.996,1.5334994503699996e-06
670.021,1.43458307715e-06
680.039,1.3484048321099998e-06
690.015,1.5301737023099997e-06
700.014,1.5749343111800006e-06
710.006,1.5910767120599993e-06
719.99,1.5837700590100006e-06
729.968,1.5522081395300003e-06
740.018,1.5208302278299997e-06
749.981,1.4795822244600017e-06
