Wavelength (nm),Power (W)
349.99,1.1159599186e-07
359.996,1.4095597698400005e-07
369.998,1.76223697674e-07
379.997,2.3346291012299993e-07
389.992,3.254031598100002e-07
399.984,4.2318627982999977e-07
409.971,5.246543759700001e-07
420.035,6.303494339599998e-07
430.015,6.861207373099998e-07
439.991,7.938074262100002e-07
449.963,9.199892878100003e-07
460.01,1.0457448656200004e-06
469.973,1.1548357431700003e-06
480.012,1.2780316222100002e-06
489.966,1.3902583078400006e-06
499.995,1.4955555712400007e-06
510.02,1.5793356050400007e-06
520.039,1.6556045137099992e-06
529.974,1.7237014058999994e-06
539.984,1.7626943930699994e-06
549.988,1.7986878527499996e-06
559.987,1.8657757878399987e-06
569.981,1.8679824011000009e-06
579.969,1.8707776757400012e-06
590.031,1.8795443364500011e-06
600.008,1.87461184997e-06
609.979,1.8197453267200003e-06
620.024,1.7292995692399997e-06
629.983,1.6790596942499993e-06
640.016,1.6439132491599996e-06
649.963,1.6049538994000008e-06
659.983,1.5248876792900002e-06
669.997,1.4398513048600003e-06
680.004,1.3500318487899992e-06
689.986,1.486784759670001e-06
699.982,1.5119051919999999e-06
709.971,1.52010837667e-06
720.031,1.5032818163300008e-06
730.006,1.4683738714299998e-06
739.974,1.4281367464200005e-06
750.014,1.3873217414399995e-06
