Wavelength (nm),Power (W)
349.989,1.1371455510800005e-07
359.994,1.4191778539200007e-07
369.997,1.7499280374599995e-07
379.995,2.326979591210002e-07
389.991,3.292714409399998e-07
399.982,4.3005092309999973e-07
409.97,5.363102115599998e-07
420.034,6.429091764e-07
430.014,6.946127689299999e-07
439.989,7.995928936500005e-07
449.961,9.220242745100001e-07
460.008,1.0456620012300003e-06
469.972,1.1457289644899992e-06
480.01,1.2597487892299993e-06
489.964,1.3640881985599995e-06
499.993,1.4591129281200007e-06
510.018,1.5339520871700006e-06
520.037,1.6052984915299998e-06
529.972,1.6732672449700004e-06
539.982,1.7044587821599998e-06
549.986,1.7364978096700003e-06
559.985,1.8003340483499993e-06
569.979,1.80856783615e-06
579.967,1.81209959876e-06
590.029,1.82778979327e-06
600.006,1.8201191336700007e-06
609.977,1.7625424825199999e-06
620.021,1.6872513144899994e-06
629.981,1.6395703198900001e-06
640.013,1.6038070799400007e-06
650.039,1.5584584144699988e-06
659.98,1.4888386174900006e-06
669.994,1.4041127457199996e-06
680.001,1.3185983675099997e-06
689.983,1.56418372851e-06
699.979,1.5942709915800016e-06
709.968,1.60166563901e-06
720.029,1.5772567235799992e-06
730.004,1.543722053140001e-06
739.972,1.5164036943800008e-06
750.011,1.4661537534199995e-06
