Wavelength (nm),Current (A)
349.989,5.358473801999999e-09
359.994,9.955013281111112e-09
369.997,1.5354978832222223e-08
379.995,2.5461090497777772e-08
389.991,4.3736326772222217e-08
399.982,6.638695240777776e-08
409.97,9.326600380999996e-08
420.034,1.2444506427777778e-07
430.014,1.4600060738888888e-07
439.989,1.7894433995555555e-07
449.961,2.1867113549999998e-07
460.008,2.6000782753333336e-07
469.972,2.9617183394444435e-07
480.01,3.375830546777777e-07
489.964,3.7446950034444434e-07
499.993,4.0982711742222203e-07
510.018,4.4328486440000003e-07
520.037,4.712098136999997e-07
529.972,5.000462483888888e-07
539.982,5.145333797666666e-07
549.986,5.31177953111111e-07
559.985,5.576954093888889e-07
569.979,5.66763863488889e-07
579.967,5.730442582444445e-07
590.029,5.846421533000002e-07
600.006,5.912019061666663e-07
609.977,5.803698608333331e-07
620.021,5.625121943222223e-07
629.981,5.531104966888888e-07
640.013,5.539525869222222e-07
650.039,5.428348641555555e-07
659.98,5.203863366555554e-07
669.994,4.887622991777779e-07
680.001,4.480310249444444e-07
689.983,4.4433807291111127e-07
699.979,4.026808608555557e-07
709.968,3.629919179333332e-07
720.029,3.244955788333334e-07
730.004,2.8427437169999996e-07
739.972,2.4025990221111113e-07
750.011,1.8782765796666672e-07
