Wavelength (nm),Current (A)
349.973,5.176719098777778e-09
359.99,9.753682342888885e-09
370.003,1.553958692444444e-08
380.013,2.5122315473333336e-08
390.019,4.282884455999999e-08
400.022,6.63754930811111e-08
410.021,9.46523539988889e-08
420.016,1.2911143783333332e-07
430.007,1.5442259973333326e-07
439.994,1.9012663229999991e-07
449.977,2.3585744326666668e-07
460.035,2.824649848e-07
470.01,3.262823986555555e-07
479.98,3.726804004111111e-07
490.025,4.214207887555555e-07
499.985,4.649663553888889e-07
510.021,5.061306709555554e-07
519.972,5.380195554444444e-07
529.998,5.697737142666668e-07
540.019,5.908422236555554e-07
550.034,6.01051233611111e-07
559.965,6.197901513222223e-07
569.97,6.476186725777776e-07
579.97,6.61858156477778e-07
589.964,6.786636108222222e-07
600.032,6.983989752111112e-07
610.014,6.962175861666666e-07
619.991,6.729423178222219e-07
629.962,6.508804564444447e-07
640.006,6.391585832333337e-07
649.964,6.27325114644444e-07
659.996,5.985537194999999e-07
670.021,5.276587379888889e-07
680.039,3.6720575332222215e-07
690.015,1.9904148537777783e-07
700.014,1.039548356111111e-07
710.006,5.5784805428888866e-08
719.99,3.147527999777777e-08
729.968,1.8034382701111114e-08
740.018,9.749003511000001e-09
749.981,5.004728666666665e-09
