Wavelength (nm),Power (W)
349.989,1.0979773531399998e-07
359.994,1.3935758864700015e-07
369.997,1.7538944689500004e-07
379.995,2.369518324479999e-07
389.991,3.373720121699999e-07
399.982,4.419890932600001e-07
409.97,5.515508001200001e-07
420.034,6.654430810700003e-07
430.014,7.198596546200003e-07
439.989,8.271089882700001e-07
449.961,9.541612838199998e-07
460.008,1.0802117912600003e-06
469.972,1.1826093166299994e-06
480.01,1.30099323596e-06
489.964,1.4058022328199995e-06
499.993,1.5081259619300012e-06
510.018,1.58901106829e-06
520.037,1.6654567660799991e-06
529.972,1.7414040197700004e-06
539.982,1.775324518229998e-06
549.986,1.8080113133099985e-06
559.985,1.8806521192199996e-06
569.979,1.8799038206199992e-06
579.967,1.8885175941799997e-06
590.029,1.9051756587700008e-06
600.006,1.8941392999699984e-06
609.977,1.8420891544599992e-06
620.021,1.75808773218e-06
629.981,1.712266751649999e-06
640.013,1.6770057948300006e-06
650.039,1.631421538969999e-06
659.98,1.5587189631900004e-06
669.994,1.47544290881e-06
680.001,1.3871539658499995e-06
689.983,1.6529500833800001e-06
699.979,1.6793207396999985e-06
709.968,1.6941952247500003e-06
720.029,1.6681491894400001e-06
730.004,1.6352930725700001e-06
739.972,1.5968593953799996e-06
750.011,1.54720395307e-06
