Wavelength (nm),Power (W)
350.005,1.0896401729700008e-07
360.018,1.3344624442099986e-07
370.028,1.6862473231100003e-07
380.034,2.13922129177e-07
390.036,2.749608015000001e-07
400.035,3.4699069759999997e-07
410.031,4.2267938364999975e-07
420.022,4.989513246500002e-07
430.009,5.419833438399998e-07
439.993,6.168575645699995e-07
449.972,7.231924249000001e-07
460.026,8.158991582099998e-07
469.997,8.9166388702e-07
479.963,9.812619986899996e-07
490.005,1.05691567744e-06
499.962,1.1364724577100004e-06
509.993,1.2055257494600001e-06
520.02,1.2643192712699998e-06
529.963,1.3207669502700005e-06
539.98,1.3635176850100001e-06
549.992,1.3984642424199993e-06
559.998,1.41233457095e-06
570.0,1.4685292637500013e-06
579.995,1.4835347224599997e-06
589.986,1.4975091011199995e-06
599.97,1.5075801651299996e-06
610.028,1.4769244040899996e-06
620.001,1.4239322075499993e-06
629.968,1.39117734078e-06
640.008,1.3725166360699994e-06
649.963,1.3508327408100003e-06
659.991,1.3007913105400002e-06
670.012,1.23330742095e-06
680.026,1.16587350215e-06
690.032,1.2681152116199995e-06
700.032,1.31167186793e-06
710.026,1.3340783737899998e-06
720.012,1.3316385132500002e-06
729.991,1.3133160047699998e-06
739.964,1.28235232927e-06
750.007,1.2491568582899998e-06
