Wavelength (nm),Current (A)
349.989,6.039195911999999e-09
359.994,1.1255851634444442e-08
369.997,1.7220579976666662e-08
379.995,2.7997963373333327e-08
389.991,4.713761774555555e-08
399.982,7.118183010888887e-08
409.97,1.0111872190777777e-07
420.034,1.3790612495555551e-07
430.014,1.6636172889999997e-07
439.989,2.0499830941111112e-07
449.961,2.537857288111109e-07
460.008,3.047535795555556e-07
469.972,3.499628517111113e-07
480.01,4.0046544442222224e-07
489.964,4.4764031202222225e-07
499.993,4.921448220222222e-07
510.018,5.31589285011111e-07
520.037,5.660268894444445e-07
529.972,5.974709844888889e-07
539.982,6.153396733555554e-07
549.986,6.342968813222222e-07
559.985,6.663541629444444e-07
569.979,6.755099042111111e-07
579.967,6.84221256111111e-07
590.029,6.98671115177778e-07
600.006,7.058959245333334e-07
609.977,6.915566396222221e-07
620.021,6.673436037333336e-07
629.981,6.545346884999996e-07
640.013,6.531991899888889e-07
650.039,6.473873307777776e-07
659.98,6.142774268666664e-07
669.994,5.479087940111107e-07
680.001,3.9318358869999986e-07
689.983,2.2813411654444437e-07
699.979,8.847384129777774e-08
709.968,2.92310882711111e-08
720.029,9.689875090666667e-09
730.004,4.13607958122222e-09
739.972,2.4437482264444433e-09
750.011,1.8586481536666667e-09
