Wavelength (nm),Power (W)
350.005,8.661806941400005e-08
360.018,1.0785502006400002e-07
370.028,1.2777218117400003e-07
380.034,1.6249486455799998e-07
390.036,2.2717137296900007e-07
400.035,2.997108268100001e-07
410.031,3.751924983700001e-07
420.022,4.5768339531e-07
430.009,5.1676220747e-07
439.993,5.888008503100002e-07
449.972,6.770603449199997e-07
460.026,7.687793408000004e-07
469.997,8.423118892400002e-07
479.963,9.273860744199996e-07
490.005,9.991070654599999e-07
499.962,1.0769874043699995e-06
509.993,1.1491904498600007e-06
520.02,1.1965132759999998e-06
529.963,1.2524434584199998e-06
539.98,1.28639829885e-06
549.992,1.3176070660800005e-06
559.998,1.3405555347600005e-06
570.0,1.3784786363499993e-06
579.995,1.3869947798500003e-06
589.986,1.404686416879999e-06
599.97,1.4120666509399998e-06
610.028,1.3882577753000012e-06
620.001,1.3419119836099994e-06
629.968,1.307956023339999e-06
640.008,1.2875463108400003e-06
649.963,1.2633794802500007e-06
659.991,1.21712577962e-06
670.012,1.1510888785499999e-06
680.026,1.0822341542499994e-06
690.032,1.1608300687299999e-06
700.032,1.2086903644000005e-06
710.026,1.2289215163800005e-06
720.012,1.2268107149899994e-06
729.991,1.207683403620001e-06
739.964,1.1806529800899997e-06
750.007,1.1490589781800004e-06
