Wavelength (nm),Current (A)
349.989,4.096686524333333e-09
359.994,7.363630826000003e-09
369.997,1.1235913061111107e-08
379.995,1.8968550188888895e-08
389.991,3.271185971666669e-08
399.982,5.002039196000001e-08
409.97,7.081384918111111e-08
420.034,9.573697859333332e-08
430.014,1.1450947466666667e-07
439.989,1.4384156146666663e-07
449.961,1.777928689777777e-07
460.008,2.1285214353333336e-07
469.972,2.4332362046666665e-07
480.01,2.7846538485555554e-07
489.964,3.100423311444444e-07
499.993,3.424602868666668e-07
510.018,3.6923558051111106e-07
520.037,3.9166093770000006e-07
529.972,4.1269069348888904e-07
539.982,4.2879619597777766e-07
549.986,4.42349095577778e-07
559.985,4.650529675666667e-07
569.979,4.722864627e-07
579.967,4.78144707611111e-07
590.029,4.872844245444444e-07
600.006,4.900836139555553e-07
609.977,4.780295186111111e-07
620.021,4.6016997015555566e-07
629.981,4.494136317222221e-07
640.013,4.4379392722222236e-07
650.039,4.328567938555553e-07
659.98,4.1074998849999985e-07
669.994,3.8152392787777786e-07
680.001,3.5120372608888884e-07
689.983,3.898560981888888e-07
699.979,3.900377933333333e-07
709.968,3.816293660333333e-07
720.029,3.613757236666665e-07
730.004,3.293787309777775e-07
739.972,2.8428952585555535e-07
750.011,2.2354360650000003e-07
