Wavelength (nm),Power (W)
349.973,1.0662879976800004e-07
359.99,1.2820327651100004e-07
370.003,1.6070141129400004e-07
380.013,2.1912018609299983e-07
390.019,2.962812205500001e-07
400.022,3.789063578599996e-07
410.021,4.6957569220000024e-07
420.016,5.642197621999998e-07
430.007,6.064839147200004e-07
439.994,7.057241143999997e-07
449.977,7.995906637399999e-07
460.035,9.015349712899998e-07
470.01,9.878195376299997e-07
479.98,1.0856551171400001e-06
490.025,1.1678003760899995e-06
499.985,1.2641602267199996e-06
510.021,1.3323269832399995e-06
519.972,1.397935449779999e-06
529.998,1.4537561634199997e-06
540.019,1.4767742061400012e-06
550.034,1.49399544962e-06
559.965,1.562082098350001e-06
569.97,1.5845075267700008e-06
579.97,1.599165386749999e-06
589.964,1.6255479118499999e-06
600.032,1.6170488897099999e-06
610.014,1.5636200334200007e-06
619.991,1.507166821259999e-06
629.962,1.4750217041599999e-06
640.006,1.4462369160500007e-06
649.964,1.4004422047199998e-06
659.996,1.3240751013000006e-06
670.021,1.2394721165099998e-06
680.039,1.1652138920299997e-06
690.015,1.2883613623599994e-06
700.014,1.3335307432399998e-06
710.006,1.3504387971299993e-06
719.99,1.3437709577900003e-06
729.968,1.3270759553199994e-06
740.018,1.2992623782800004e-06
749.981,1.2680273431600005e-06
