Wavelength (nm),Current (A)
349.989,2.400685756555555e-09
359.994,3.74655901811111e-09
369.997,5.365256284444444e-09
379.995,8.526746575444445e-09
389.991,1.4182009771111105e-08
399.982,2.122630557666666e-08
409.97,2.9619225373333333e-08
420.034,4.066086035e-08
430.014,5.056276213e-08
439.989,6.516058770666668e-08
449.961,8.14703197711111e-08
460.008,9.868348215999998e-08
469.972,1.1477511946666669e-07
480.01,1.327890981333333e-07
489.964,1.4911340090000005e-07
499.993,1.6546805898888877e-07
510.018,1.796585298888889e-07
520.037,1.9252880345555556e-07
529.972,2.051042902222222e-07
539.982,2.1306361567777775e-07
549.986,2.2221277350000006e-07
559.985,2.3470684946666655e-07
569.979,2.403630473333333e-07
579.967,2.471275675777778e-07
590.029,2.5412710847777783e-07
600.006,2.590405943222222e-07
609.977,2.56086635311111e-07
620.021,2.512259662777778e-07
629.981,2.4741398596666663e-07
640.013,2.4684342355555566e-07
650.039,2.437979860666666e-07
659.98,2.343467855111112e-07
669.994,2.21710422e-07
680.001,2.0978852019999994e-07
689.983,2.413229404666667e-07
699.979,2.5016024375555555e-07
709.968,2.5157294720000006e-07
720.029,2.452566599666667e-07
730.004,2.325627413111112e-07
739.972,2.1229399801111104e-07
750.011,1.821124665777777e-07
