Wavelength (nm),Current (A)
350.005,6.1611343745555525e-09
360.018,1.0769294785222225e-08
370.028,1.6092386786666666e-08
380.034,2.5688723551111112e-08
390.036,4.448272073777775e-08
400.035,6.895136556333332e-08
410.031,9.756988884444446e-08
420.022,1.3038431371111111e-07
430.009,1.527514084666667e-07
439.993,1.8615964700000006e-07
449.972,2.290780414333332e-07
460.026,2.7221629274444453e-07
469.997,3.097463144333334e-07
479.963,3.528872248555555e-07
490.005,3.9258300805555535e-07
499.962,4.296170424999998e-07
509.993,4.6551616037777754e-07
520.02,4.940127229888891e-07
529.963,5.227205318555554e-07
539.98,5.424861160444443e-07
549.992,5.597291225111109e-07
559.998,5.711868577888889e-07
570.0,6.010148985777778e-07
579.995,6.090808910666666e-07
589.986,6.197091229333335e-07
599.97,6.283610894444444e-07
610.028,6.22018292811111e-07
620.001,6.041103823999998e-07
629.968,5.931519147555553e-07
640.008,5.919359037222224e-07
649.963,5.867973321999999e-07
659.991,5.665878655666667e-07
670.012,5.350872584888887e-07
680.026,5.020454008888889e-07
690.032,5.328932337777781e-07
700.032,5.325770621666664e-07
710.026,5.068730730555553e-07
720.012,4.524260758555556e-07
729.991,3.780437617666671e-07
739.964,2.9318499508888885e-07
750.007,2.0478199599999997e-07
