Wavelength (nm),Current (A)
349.973,5.698632074999996e-09
359.99,1.0853469647888884e-08
370.003,1.726341046777778e-08
380.013,2.79458026711111e-08
390.019,4.749717730111111e-08
400.022,7.311526199777773e-08
410.021,1.0366599699888886e-07
420.016,1.4107544746666673e-07
430.007,1.674691636222222e-07
439.994,2.0542943322222229e-07
449.977,2.538837904555554e-07
460.035,3.0304384171111106e-07
470.01,3.4993479247777775e-07
479.98,3.9923530715555563e-07
490.025,4.4938825925555536e-07
499.985,4.931856965666666e-07
510.021,5.359234608333332e-07
519.972,5.692669650999996e-07
529.998,6.035353543666668e-07
540.019,6.283644606555555e-07
550.034,6.398275878555554e-07
559.965,6.563709067222225e-07
569.97,6.852446852111114e-07
579.97,7.014861016111109e-07
589.964,7.18558939277778e-07
600.032,7.391635989666666e-07
610.014,7.349291514888888e-07
619.991,7.091652515666665e-07
629.962,6.86735739122222e-07
640.006,6.74093245344444e-07
649.964,6.621788512222224e-07
659.996,6.323947238777777e-07
670.021,5.573023731999997e-07
680.039,3.881040318888887e-07
690.015,2.0355746197777784e-07
700.014,9.242534996000002e-08
710.006,3.697607587333333e-08
719.99,1.3958060703333332e-08
729.968,5.754639873111111e-09
740.018,2.95629156211111e-09
749.981,1.9590776748888893e-09
