Wavelength (nm),Current (A)
349.989,2.783525595222224e-09
359.994,4.6366352612222245e-09
369.997,6.918278935666668e-09
379.995,1.1484473697777779e-08
389.991,2.0038118601111114e-08
399.982,3.096177748222222e-08
409.97,4.408933908555554e-08
420.034,5.979479142111112e-08
430.014,7.110268700333333e-08
439.989,8.842332536333334e-08
449.961,1.1003002690888887e-07
460.008,1.3230554231111107e-07
469.972,1.5230038615555551e-07
480.01,1.7507614121111108e-07
489.964,1.9559337051111102e-07
499.993,2.1535010955555552e-07
510.018,2.3321274382222217e-07
520.037,2.480755930333334e-07
529.972,2.628134221333334e-07
539.982,2.719783438666668e-07
549.986,2.8075377726666674e-07
559.985,2.949454042e-07
569.979,2.9997832083333336e-07
579.967,3.0317418019999994e-07
590.029,3.082801404999999e-07
600.006,3.092704478666666e-07
609.977,3.0563734338888873e-07
620.021,2.89670440311111e-07
629.981,2.828170505777778e-07
640.013,2.802981143111111e-07
650.039,2.7452085995555565e-07
659.98,2.616512335555553e-07
669.994,2.4363891175555545e-07
680.001,2.2488025422222217e-07
689.983,2.5683043953333314e-07
699.979,2.5221743343333334e-07
709.968,2.411697637e-07
720.029,2.2301689003333328e-07
730.004,1.9932008058888895e-07
739.972,1.6929267895555555e-07
750.011,1.3272104551111108e-07
