Wavelength (nm),Current (A)
349.989,5.434054449888889e-09
359.994,1.0285499455222222e-08
369.997,1.6725644113333325e-08
379.995,2.788995042888889e-08
389.991,4.7929915530000005e-08
399.982,7.158619544222227e-08
409.97,1.0020055924333336e-07
420.034,1.3388806416666663e-07
430.014,1.5629446639999999e-07
439.989,1.9198942483333342e-07
449.961,2.3364654274444453e-07
460.008,2.775364624222221e-07
469.972,3.1503157820000003e-07
480.01,3.606177758666666e-07
489.964,3.9885752594444436e-07
499.993,4.3575733947777795e-07
510.018,4.681622748444444e-07
520.037,4.958508904888888e-07
529.972,5.224940749888889e-07
539.982,5.379372189222223e-07
549.986,5.522414535666667e-07
559.985,5.783850843555555e-07
569.979,5.839322185555552e-07
579.967,5.885166744777775e-07
590.029,5.992470243444445e-07
600.006,6.036233281888891e-07
609.977,5.869297414333334e-07
620.021,5.675197584888888e-07
629.981,5.572428814333332e-07
640.013,5.531686390111109e-07
650.039,5.439282406e-07
659.98,5.196699422999998e-07
669.994,4.672677145666665e-07
680.001,3.4034959552222214e-07
689.983,2.1396531021111106e-07
699.979,9.588101301666667e-08
709.968,4.4335634121111103e-08
720.029,2.266802743777777e-08
730.004,1.2126052002222223e-08
739.972,6.3996920638888874e-09
750.011,3.4259753624444463e-09
