Wavelength (nm),Power (W)
349.99,1.0731108825600005e-07
359.996,1.3427335307200006e-07
369.998,1.6517769380800005e-07
379.997,2.1947632904700003e-07
389.992,3.0997614731e-07
399.984,4.0998777899000006e-07
409.971,5.146025000699999e-07
420.035,6.240698331199998e-07
430.015,6.802256359499999e-07
439.991,7.838796561300005e-07
449.963,9.036380990100002e-07
460.01,1.0211599498999998e-06
469.973,1.1209650378500002e-06
480.012,1.2351675022200004e-06
489.966,1.3394674215100008e-06
499.995,1.4341042862499997e-06
510.02,1.51187866664e-06
520.039,1.5798940773499999e-06
529.974,1.6515001652300002e-06
539.984,1.6851582137099999e-06
549.988,1.7181336394099994e-06
559.987,1.7793175258499995e-06
569.981,1.7840731360199992e-06
579.969,1.7876622614099996e-06
590.031,1.7937891372699983e-06
600.008,1.7879704206500005e-06
609.979,1.7372756827200006e-06
620.024,1.66005307726e-06
629.983,1.6113156351200002e-06
640.016,1.579879045650001e-06
649.963,1.5394511343200002e-06
659.983,1.470359608109999e-06
669.997,1.384295965239999e-06
680.004,1.2986828198099998e-06
689.986,1.522727727149999e-06
699.982,1.5515056128200004e-06
709.971,1.5583468189900004e-06
720.031,1.53927968027e-06
730.006,1.5123267422500017e-06
739.974,1.4722029527600003e-06
750.014,1.4294440382100012e-06
