Wavelength (nm),Current (A)
350.005,2.619686975888887e-09
360.018,4.303050763777777e-09
370.028,6.363374207999999e-09
380.034,1.0283407737000005e-08
390.036,1.8238937385555562e-08
400.035,2.8610522988888894e-08
410.031,4.089351101777778e-08
420.022,5.6009753486666685e-08
430.009,6.795241363777776e-08
439.993,8.528596845999996e-08
449.972,1.0690392144222218e-07
460.026,1.292449050111111e-07
469.997,1.497320914222222e-07
479.963,1.7353998924444446e-07
490.005,1.9708032866666664e-07
499.962,2.191701213555556e-07
509.993,2.399471667555555e-07
520.02,2.575142274777778e-07
529.963,2.752196195e-07
539.98,2.8727863418888886e-07
549.992,3.002092814222223e-07
559.998,3.0920883995555547e-07
570.0,3.2807901330000004e-07
579.995,3.3512314505555543e-07
589.986,3.4392033632222216e-07
599.97,3.5121044555555563e-07
610.028,3.499996486444445e-07
620.001,3.415983872333334e-07
629.968,3.3577818230000004e-07
640.008,3.3479744671111117e-07
649.963,3.3005538622222224e-07
659.991,3.171625195e-07
670.012,2.9844217354444447e-07
680.026,2.809827751444444e-07
690.032,2.9662774874444446e-07
700.032,3.066803590666666e-07
710.026,3.0920324956666655e-07
720.012,3.010513267888889e-07
729.991,2.833207842333334e-07
739.964,2.555301933777778e-07
750.007,2.1446392728888885e-07
