Wavelength (nm),Power (W)
350.005,6.696821490699985e-08
360.018,8.669915466799999e-08
370.028,1.0876277151600005e-07
380.034,1.4730710724099999e-07
390.036,2.1668732615699992e-07
400.035,2.9650230734000013e-07
410.031,3.7883824366000013e-07
420.022,4.6626408885000005e-07
430.009,5.164053973599999e-07
439.993,5.999000103700001e-07
449.972,7.031303729400002e-07
460.026,8.025203789200006e-07
469.997,8.865326807299999e-07
479.963,9.817647424200005e-07
490.005,1.0726195531200004e-06
499.962,1.1645533163100002e-06
509.993,1.2359840474000002e-06
520.02,1.2943746190699994e-06
529.963,1.358323602880001e-06
539.98,1.3945929350700008e-06
549.992,1.42482408253e-06
559.998,1.4416033036899987e-06
570.0,1.4882999289399988e-06
579.995,1.5072276943900003e-06
589.986,1.5228131298100002e-06
599.97,1.5361623304499997e-06
610.028,1.505135342659998e-06
620.001,1.45398423744e-06
629.968,1.41406059016e-06
640.008,1.3911290466499998e-06
649.963,1.3678211888599998e-06
659.991,1.3117750024500003e-06
670.012,1.2436501828e-06
680.026,1.1803582338600003e-06
690.032,1.2703148986000006e-06
700.032,1.3164159678699986e-06
710.026,1.34381699239e-06
720.012,1.3424147295499995e-06
729.991,1.3209390346500004e-06
739.964,1.295423202190001e-06
750.007,1.2566922151699997e-06
