Wavelength (nm),Current (A)
350.005,3.255882543666665e-09
360.018,5.431230484666667e-09
370.028,8.039424313888888e-09
380.034,1.3116821250000003e-08
390.036,2.3591045669999994e-08
400.035,3.739016000666665e-08
410.031,5.3701778296666674e-08
420.022,7.356294997111115e-08
430.009,8.90021376622222e-08
439.993,1.1221903816666669e-07
449.972,1.4120067926666664e-07
460.026,1.7103168429999994e-07
469.997,1.9697981235555554e-07
479.963,2.264635523e-07
490.005,2.541256859666666e-07
499.962,2.803119354555555e-07
509.993,3.0479524658888885e-07
520.02,3.251191960111112e-07
529.963,3.453097584222222e-07
539.98,3.5918582095555556e-07
549.992,3.713709499666667e-07
559.998,3.8017731770000006e-07
570.0,4.0093864252222216e-07
579.995,4.088703094444442e-07
589.986,4.1918607015555556e-07
599.97,4.268509093999999e-07
610.028,4.2257325621111127e-07
620.001,4.09740187288889e-07
629.968,4.004834018555555e-07
640.008,3.9727727942222205e-07
649.963,3.9056460564444437e-07
659.991,3.730727825999999e-07
670.012,3.4803564016666665e-07
680.026,3.226147376e-07
690.032,3.33611063888889e-07
700.032,3.412176966444444e-07
710.026,3.383227496111112e-07
720.012,3.2390645503333323e-07
729.991,2.9857014232222223e-07
739.964,2.6367717446666656e-07
750.007,2.184279230333334e-07
