Wavelength (nm),Current (A)
349.989,5.326357647999997e-09
359.994,9.97816027311111e-09
369.997,1.522511521222223e-08
379.995,2.5356475407777786e-08
389.991,4.359521324e-08
399.982,6.405988277222223e-08
409.97,8.861149808888887e-08
420.034,1.1821434931111111e-07
430.014,1.4109849419999997e-07
439.989,1.7360013502222218e-07
449.961,2.1263685184444448e-07
460.008,2.535591723888887e-07
469.972,2.8895843692222216e-07
480.01,3.3186932554444436e-07
489.964,3.666956312888888e-07
499.993,4.0209883928888874e-07
510.018,4.3271359335555587e-07
520.037,4.582849491555555e-07
529.972,4.829082324777778e-07
539.982,4.961033232333335e-07
549.986,5.113943258555553e-07
559.985,5.338984081666668e-07
569.979,5.410137266777778e-07
579.967,5.463546752666668e-07
590.029,5.554227304444441e-07
600.006,5.576362582444443e-07
609.977,5.345962577444444e-07
620.021,5.021034950666667e-07
629.981,4.744572936222222e-07
640.013,4.524031495444447e-07
650.039,4.2776431448888893e-07
659.98,3.9692808390000017e-07
669.994,3.6680531367777764e-07
680.001,3.422730113888888e-07
689.983,4.024960112888888e-07
699.979,4.035194533444444e-07
709.968,3.862313778888888e-07
720.029,3.439506789999999e-07
730.004,2.791269397444444e-07
739.972,2.0287719774444455e-07
750.011,1.2525139378888888e-07
