Wavelength (nm),Current (A)
349.973,7.713685907444441e-09
359.99,1.2672499475555552e-08
370.003,1.969134734111111e-08
380.013,3.3900452894444436e-08
390.019,5.4522439810000006e-08
400.022,7.86047814422222e-08
410.021,1.0739962062555556e-07
420.016,1.4190609797777784e-07
430.007,1.653064840999999e-07
439.994,2.0631245550000004e-07
449.977,2.491685040222223e-07
460.035,2.9184180740000013e-07
470.01,3.304644955111112e-07
479.98,3.743267900999998e-07
490.025,4.102500216444444e-07
499.985,4.4583345624444445e-07
510.021,4.7540169391111113e-07
519.972,5.025520107555556e-07
529.998,5.25976231911111e-07
540.019,5.382739479555558e-07
550.034,5.47111967833333e-07
559.965,5.719331661777776e-07
569.97,5.852397997888883e-07
579.97,5.920904238555555e-07
589.964,6.002678065e-07
600.032,5.952218234777777e-07
610.014,5.731424908555554e-07
619.991,5.54183974822222e-07
629.962,5.482086917777776e-07
640.006,5.45434083388889e-07
649.964,5.303208081e-07
659.996,4.984865389333333e-07
670.021,4.592521343777778e-07
680.039,4.192546104555555e-07
690.015,4.2815651914444444e-07
700.014,4.1500218681111117e-07
710.006,3.8717606037777755e-07
719.99,3.461427375888889e-07
729.968,2.935731175222223e-07
740.018,2.3098360961111117e-07
749.981,1.627035099777778e-07
