Wavelength (nm),Current (A)
350.005,2.5606029694444442e-09
360.018,4.093047680666665e-09
370.028,5.927072604555555e-09
380.034,9.49102985611111e-09
390.036,1.681630195777779e-08
400.035,2.6368941691111113e-08
410.031,3.776386771888888e-08
420.022,5.1528147397777796e-08
430.009,6.295078789000002e-08
439.993,8.076747650222221e-08
449.972,1.0293850576444445e-07
460.026,1.2505532422222223e-07
469.997,1.4449393022222222e-07
479.963,1.6610887032222213e-07
490.005,1.872011611888888e-07
499.962,2.0707930187777779e-07
509.993,2.2630775133333329e-07
520.02,2.427033450777778e-07
529.963,2.5931388635555555e-07
539.98,2.713077465666666e-07
549.992,2.8204516510000007e-07
559.998,2.8997329391111107e-07
570.0,3.0733462365555546e-07
579.995,3.142089926000002e-07
589.986,3.2324442328888877e-07
599.97,3.3074955166666663e-07
610.028,3.2981453473333333e-07
620.001,3.3741752915555574e-07
629.968,3.209027494000001e-07
640.008,3.236394013222223e-07
649.963,3.228938695777778e-07
659.991,3.154448270777776e-07
670.012,3.010797847222222e-07
680.026,2.8796658592222216e-07
690.032,3.106592580666667e-07
700.032,3.2894326554444453e-07
710.026,3.386395003666666e-07
720.012,3.367877808666665e-07
729.991,3.224445104555555e-07
739.964,2.9288113434444446e-07
750.007,2.4469582022222226e-07
