Wavelength (nm),Current (A)
349.973,9.135971552444443e-09
359.99,1.511426627333333e-08
370.003,2.348914791666667e-08
380.013,4.0167921891111097e-08
390.019,6.466785438777779e-08
400.022,9.383345532222225e-08
410.021,1.2812379394444444e-07
420.016,1.6662219193333332e-07
430.007,1.8919374747777775e-07
439.994,2.3408014803333336e-07
449.977,2.7866512658888896e-07
460.035,3.238570607888888e-07
470.01,3.663060450444445e-07
479.98,4.1488978491111103e-07
490.025,4.556846772444444e-07
499.985,4.968707026222223e-07
510.021,5.324125930333333e-07
519.972,5.604379007222223e-07
529.998,5.84926531011111e-07
540.019,5.990996847555554e-07
550.034,6.105444096888887e-07
559.965,6.403530120555558e-07
569.97,6.550097020222221e-07
579.97,6.620892842555555e-07
589.964,6.756829346111108e-07
600.032,6.768585581444442e-07
610.014,6.59024255e-07
619.991,6.395885022555558e-07
629.962,6.318135425333336e-07
640.006,6.281690125555558e-07
649.964,6.131953965555553e-07
659.996,5.807699055222224e-07
670.021,5.363901757888888e-07
680.039,4.795557329333332e-07
690.015,4.602523549555555e-07
700.014,4.0533791268888893e-07
710.006,3.254880054666665e-07
719.99,2.3486850498888882e-07
729.968,1.5017448197777773e-07
740.018,8.35959514033333e-08
749.981,3.996826126777777e-08
