Wavelength (nm),Power (W)
350.005,1.4095078874800008e-07
360.018,1.5964345486799995e-07
370.028,1.7869542154699995e-07
380.034,2.0939232740499998e-07
390.036,2.7099506277e-07
400.035,3.4652380610000007e-07
410.031,4.2794773247999996e-07
420.022,5.138158263600003e-07
430.009,5.635215296900001e-07
439.993,6.436321559099999e-07
449.972,7.453411325500002e-07
460.026,8.419846546000001e-07
469.997,9.224531701199999e-07
479.963,1.01074617963e-06
490.005,1.0935688437199991e-06
499.962,1.1714160718199998e-06
509.993,1.2422061081400013e-06
520.02,1.2994172027299996e-06
529.963,1.3601397375500007e-06
539.98,1.3937934835600005e-06
549.992,1.4244869237300011e-06
559.998,1.4388307226899998e-06
570.0,1.4883621452800005e-06
579.995,1.4998609640500002e-06
589.986,1.5158912418999999e-06
599.97,1.524830792060001e-06
610.028,1.4930125963100006e-06
620.001,1.4390899594099991e-06
629.968,1.4025414531599993e-06
640.008,1.3838208179e-06
649.963,1.3611510604600004e-06
659.991,1.3107882699399996e-06
670.012,1.2429572365199995e-06
680.026,1.1736394446999995e-06
690.032,1.25695640402e-06
700.032,1.3033991074800004e-06
710.026,1.330089015070001e-06
720.012,1.3316694498e-06
729.991,1.3121456288099996e-06
739.964,1.2880003020900005e-06
750.007,1.2519950808799988e-06
