Wavelength (nm),Power (W)
349.973,1.1182293143000006e-07
359.99,1.3696529990299994e-07
370.003,1.7226487664199993e-07
380.013,2.3702636381499998e-07
390.019,3.2054681810000007e-07
400.022,4.0858909593999993e-07
410.021,5.033305363800002e-07
420.016,6.0118306453e-07
430.007,6.4499805799e-07
439.994,7.472536387499998e-07
449.977,8.510415569000008e-07
460.035,9.477275844900002e-07
470.01,1.0352786612699999e-06
479.98,1.13914061556e-06
490.025,1.2188713779399994e-06
499.985,1.3053804217899995e-06
510.021,1.3652800584099995e-06
519.972,1.427230640209999e-06
529.998,1.4822936515000003e-06
540.019,1.5060058712300002e-06
550.034,1.5191804107100013e-06
559.965,1.58553131942e-06
569.97,1.6111643714000003e-06
579.97,1.6184345548899996e-06
589.964,1.6435449321700003e-06
600.032,1.6263006421599992e-06
610.014,1.5787490696000007e-06
619.991,1.52011958903e-06
629.962,1.484710500100001e-06
640.006,1.4558112725100001e-06
649.964,1.4080267095299996e-06
659.996,1.3295305336699997e-06
670.021,1.2443763478300001e-06
680.039,1.1712481327300001e-06
690.015,1.2488629261400004e-06
700.014,1.2882973902799997e-06
710.006,1.3030722072500004e-06
719.99,1.296856274279999e-06
729.968,1.2777346933100001e-06
740.018,1.2490135526799998e-06
749.981,1.2174119740300002e-06
