Wavelength (nm),Power (W)
349.987,9.4910859128e-08
359.993,8.951171454800004e-08
369.995,1.1725930992200005e-07
379.994,1.4924554981599995e-07
389.989,1.9194906544600003e-07
399.981,2.454079811230001e-07
409.968,3.029683174400001e-07
420.032,3.6325705001000015e-07
430.012,3.949196850800002e-07
439.988,4.569767769199998e-07
450.039,5.286708656799998e-07
460.007,6.025716843600002e-07
469.97,6.6474435928e-07
480.008,7.330110332999997e-07
489.962,8.009725093100002e-07
499.991,8.625391098200003e-07
510.016,9.1689529599e-07
520.035,9.623934566100004e-07
529.97,1.0069456868900001e-06
539.979,1.0308829174900002e-06
549.984,1.0542903360499996e-06
559.983,1.0919513741499999e-06
569.976,1.0999786227200003e-06
579.965,1.1011383554900001e-06
590.026,1.1080811007599991e-06
600.003,1.10569999809e-06
609.975,1.07001158595e-06
620.019,1.0218475000500002e-06
629.978,9.899616360899998e-07
640.011,9.693869791000002e-07
650.037,9.417670131400002e-07
659.978,8.977345944900003e-07
669.991,8.4406030714e-07
679.998,7.893919979599998e-07
689.98,9.5375953831e-07
699.976,9.686894528799999e-07
709.965,9.708693591200002e-07
720.026,9.539069611900001e-07
730.001,9.254325880000002e-07
739.969,9.004437146700003e-07
750.008,8.657051037899995e-07
