Wavelength (nm),Power (W)
349.973,1.1823123195999992e-07
359.99,1.4240785468099994e-07
370.003,1.7825281140900003e-07
380.013,2.4253699065000005e-07
390.019,3.2440296488999994e-07
400.022,4.096313934700002e-07
410.021,5.0281172494e-07
420.016,5.978584756600002e-07
430.007,6.355057974299997e-07
439.994,7.352227226400004e-07
449.977,8.333218766e-07
460.035,9.289659394499999e-07
470.01,1.0106117147800003e-06
479.98,1.1113009029099998e-06
490.025,1.18817884384e-06
499.985,1.2721771469700007e-06
510.021,1.3318495694699991e-06
519.972,1.3957261547000006e-06
529.998,1.4442239461399992e-06
540.019,1.4643296419100007e-06
550.034,1.4791953123300012e-06
559.965,1.5413614567999995e-06
569.97,1.5619265007500015e-06
579.97,1.5668379626200004e-06
589.964,1.5924638865200004e-06
600.032,1.5777551249199993e-06
610.014,1.5245347816399987e-06
619.991,1.4682871744900012e-06
629.962,1.4380682876500005e-06
640.006,1.412462718749999e-06
649.964,1.3651507669000009e-06
659.996,1.2898535959899999e-06
670.021,1.2081079651599998e-06
680.039,1.1378702416100004e-06
690.015,1.2154292149800003e-06
700.014,1.2511845835500002e-06
710.006,1.2675909976999988e-06
719.99,1.2585528219299994e-06
729.968,1.2434269916200004e-06
740.018,1.2149663374700004e-06
749.981,1.1816697877999998e-06
