Wavelength (nm),Power (W)
349.973,1.0820438344600007e-07
359.99,1.3555201043400002e-07
370.003,1.717639229739999e-07
380.013,2.377584695729999e-07
390.019,3.2117449953000003e-07
400.022,4.0562486432e-07
410.021,4.992908253299999e-07
420.016,5.943071829499999e-07
430.007,6.308504407399999e-07
439.994,7.3050745802e-07
449.977,8.331027905300002e-07
460.035,9.332100470399998e-07
470.01,1.0216381068e-06
479.98,1.1226029843899995e-06
490.025,1.1950255162300004e-06
499.985,1.2769877025400003e-06
510.021,1.3403331689399996e-06
519.972,1.4020188552799998e-06
529.998,1.4475106303299995e-06
540.019,1.4638941184099997e-06
550.034,1.4810225581999995e-06
559.965,1.541933808599999e-06
569.97,1.56026369499e-06
579.97,1.55663269938e-06
589.964,1.581203217169999e-06
600.032,1.5688446967400004e-06
610.014,1.5104378865799996e-06
619.991,1.4563288641399991e-06
629.962,1.4223899438599997e-06
640.006,1.394120029619998e-06
649.964,1.3476242589900008e-06
659.996,1.27082897391e-06
670.021,1.1891829171399995e-06
680.039,1.1227371504800002e-06
690.015,1.22347750585e-06
700.014,1.25824186395e-06
710.006,1.2718262115200002e-06
719.99,1.2676814248100004e-06
729.968,1.2457120562299996e-06
740.018,1.21714560776e-06
749.981,1.1865033600100002e-06
