Wavelength (nm),Current (A)
350.005,6.2714216965555545e-09
360.018,1.0980024713444445e-08
370.028,1.6409791405555552e-08
380.034,2.6176731512222224e-08
390.036,4.543521812444442e-08
400.035,6.996587688777777e-08
410.031,9.858829996333333e-08
420.022,1.3247701545555563e-07
430.009,1.5609964087777772e-07
439.993,1.911157726444445e-07
449.972,2.366605899111111e-07
460.026,2.835072705555555e-07
469.997,3.2446534716666686e-07
479.963,3.717332148333336e-07
490.005,4.15909246522222e-07
499.962,4.552303913111108e-07
509.993,4.918740982777776e-07
520.02,5.209154546555555e-07
529.963,5.492044040333332e-07
539.98,5.677523946666667e-07
549.992,5.838451131111114e-07
559.998,5.945679151222224e-07
570.0,6.229342783555558e-07
579.995,6.294859139e-07
589.986,6.370386706222224e-07
599.97,6.415874316999996e-07
610.028,6.32198850322222e-07
620.001,6.139090755111111e-07
629.968,6.056367227222223e-07
640.008,6.098308091444443e-07
649.963,6.10952119288889e-07
659.991,5.937181938777778e-07
670.012,5.519855043444443e-07
680.026,4.672873830666666e-07
690.032,3.8321938856666675e-07
700.032,2.865644272444445e-07
710.026,2.2278520474444452e-07
720.012,1.777477617777777e-07
729.991,1.403959367888889e-07
739.964,1.0632017885222219e-07
750.007,7.474162976888889e-08
