Wavelength (nm),Current (A)
350.005,1.8505126273333333e-09
360.018,2.714474810222222e-09
370.028,3.801131607222221e-09
380.034,5.970693734333333e-09
390.036,1.0579741732111113e-08
400.035,1.6987292467777772e-08
410.031,2.5080194519999984e-08
420.022,3.5474202347777774e-08
430.009,4.435278956666666e-08
439.993,5.7098206162222194e-08
449.972,7.294166559333333e-08
460.026,8.937372645999998e-08
469.997,1.0407436027555555e-07
479.963,1.2108434207777774e-07
490.005,1.375266400333334e-07
499.962,1.5317152405555553e-07
509.993,1.6838713756666671e-07
520.02,1.812645588777778e-07
529.963,1.9382860688888888e-07
539.98,2.0384487491111118e-07
549.992,2.132494331444445e-07
559.998,2.2110536521111102e-07
570.0,2.3559160361111108e-07
579.995,2.4253706868888883e-07
589.986,2.500226508222222e-07
599.97,2.566070720555557e-07
610.028,2.5587293090000005e-07
620.001,2.5028390293333333e-07
629.968,2.467011265888888e-07
640.008,2.4870453644444437e-07
649.963,2.4731972928888873e-07
659.991,2.3986052168888884e-07
670.012,2.2751848052222224e-07
680.026,2.15098464711111e-07
690.032,2.2519329545555556e-07
700.032,2.3703366326666675e-07
710.026,2.4264168025555547e-07
720.012,2.406242672444444e-07
729.991,2.3171748344444432e-07
739.964,2.1646379163333335e-07
750.007,1.9196473781111106e-07
