Wavelength (nm),Current (A)
349.973,8.337208648111105e-09
359.99,1.4145219908888885e-08
370.003,2.257876122222221e-08
380.013,3.964495319444445e-08
390.019,6.356336568666666e-08
400.022,9.124720322888886e-08
410.021,1.2337172476666665e-07
420.016,1.6038000448888891e-07
430.007,1.8280702826666672e-07
439.994,2.2409981243333325e-07
449.977,2.672216484111112e-07
460.035,3.1166163571111113e-07
470.01,3.529608784555554e-07
479.98,4.000242439555557e-07
490.025,4.403431884222224e-07
499.985,4.794398964555557e-07
510.021,5.097396971888887e-07
519.972,5.387753846555555e-07
529.998,5.638300333777778e-07
540.019,5.781789413666666e-07
550.034,5.869383578222221e-07
559.965,6.144258445666669e-07
569.97,6.284986982888889e-07
579.97,6.372464736111115e-07
589.964,6.511928871111111e-07
600.032,6.50071257988889e-07
610.014,6.320136085333332e-07
619.991,6.125194517666666e-07
629.962,6.056138637444442e-07
640.006,6.008280684333335e-07
649.964,5.835298935111112e-07
659.996,5.526119194888887e-07
670.021,5.171882957444442e-07
680.039,4.809232266444445e-07
690.015,4.957680850888891e-07
700.014,4.746512285444443e-07
710.006,4.233682410111112e-07
719.99,3.433402972888888e-07
729.968,2.473885930444446e-07
740.018,1.528518602333334e-07
749.981,7.854511725555553e-08
