Wavelength (nm),Power (W)
349.973,1.1096449398000006e-07
359.99,1.35865726633e-07
370.003,1.7187290871700016e-07
380.013,2.3684363074999998e-07
390.019,3.1984708958000017e-07
400.022,4.0905947701e-07
410.021,5.0300827688e-07
420.016,6.011690095699999e-07
430.007,6.422299955099998e-07
439.994,7.4511046102e-07
449.977,8.465739093400007e-07
460.035,9.418055039999998e-07
470.01,1.0276412603800002e-06
479.98,1.1274022383700002e-06
490.025,1.2071007722800002e-06
499.985,1.29195178264e-06
510.021,1.3511318621899995e-06
519.972,1.4129544086199998e-06
529.998,1.4615485827199996e-06
540.019,1.4828655912200005e-06
550.034,1.4957495813399998e-06
559.965,1.5608722282599993e-06
569.97,1.5814131171300008e-06
579.97,1.591161725369999e-06
589.964,1.6095341510499994e-06
600.032,1.5977438261299991e-06
610.014,1.5450890844899995e-06
619.991,1.4860046819499985e-06
629.962,1.452837583400001e-06
640.006,1.4205073370299994e-06
649.964,1.37456019785e-06
659.996,1.29736624447e-06
670.021,1.2126057933000002e-06
680.039,1.1388189150600005e-06
690.015,1.2321591469400004e-06
700.014,1.2705331823899992e-06
710.006,1.2832233084799993e-06
719.99,1.2750912236400004e-06
729.968,1.2553537629800009e-06
740.018,1.2244574463999993e-06
749.981,1.19439087e-06
