Wavelength (nm),Current (A)
349.973,6.504558596999997e-09
359.99,1.0684478922888889e-08
370.003,1.6601002540000003e-08
380.013,2.864142773333333e-08
390.019,4.6641848826666635e-08
400.022,6.803843585666668e-08
410.021,9.363966817333329e-08
420.016,1.2498563579999996e-07
430.007,1.4723736694444445e-07
439.994,1.8494436091111115e-07
449.977,2.2367557791111107e-07
460.035,2.6186606877777777e-07
470.01,2.964512861888889e-07
479.98,3.364592300444444e-07
490.025,3.7410608735555563e-07
499.985,4.091938262444444e-07
510.021,4.360975215888889e-07
519.972,4.5994010394444447e-07
529.998,4.809200748000001e-07
540.019,4.931228934222221e-07
550.034,5.025963963777779e-07
559.965,5.26612444922222e-07
569.97,5.391971555777777e-07
579.97,5.457609165888886e-07
589.964,5.578127564222223e-07
600.032,5.590013688666667e-07
610.014,5.404792933888889e-07
619.991,5.183616685888889e-07
629.962,5.063998704666665e-07
640.006,4.993234883000001e-07
649.964,4.847698946777778e-07
659.996,4.5956749491111114e-07
670.021,4.3145124645555553e-07
680.039,4.051919248000001e-07
690.015,4.4993060795555564e-07
700.014,4.541871992333334e-07
710.006,4.426526684444443e-07
719.99,4.14568203222222e-07
729.968,3.7189113636666677e-07
740.018,3.148561469444445e-07
749.981,2.43668022611111e-07
