Wavelength (nm),Power (W)
349.989,1.0820037704799996e-07
359.994,1.3323648416799998e-07
369.997,1.6338493147100002e-07
379.995,2.1490527894300007e-07
389.991,3.010487573799999e-07
399.982,3.963556131900002e-07
409.97,4.982729852399997e-07
420.034,6.055767826999998e-07
430.014,6.589937939400003e-07
439.989,7.663910824799999e-07
449.961,8.933152724899998e-07
460.008,1.0164870934799996e-06
469.972,1.1214902307199993e-06
480.01,1.24151025722e-06
489.964,1.3527176707599996e-06
499.993,1.4532110372599998e-06
510.018,1.5409116315700001e-06
520.037,1.6202798627199996e-06
529.972,1.7005192900999988e-06
539.982,1.7444087930599996e-06
549.986,1.7759282111800002e-06
559.985,1.8523231003200006e-06
569.979,1.8690770286999996e-06
579.967,1.8751289188299986e-06
590.029,1.8839257096599999e-06
600.006,1.8814763086700002e-06
609.977,1.82944392272e-06
620.021,1.7551734716500003e-06
629.981,1.7094690060000001e-06
640.013,1.6760961371899986e-06
650.039,1.6392966159899996e-06
659.98,1.5677771340799996e-06
669.994,1.4814470307299995e-06
680.001,1.39693907044e-06
689.983,1.4993784339200006e-06
699.979,1.52318077199e-06
709.968,1.5248680358300002e-06
720.029,1.5087084398799998e-06
730.004,1.4779743026200002e-06
739.972,1.4442672682000003e-06
750.011,1.3994655381799998e-06
