Wavelength (nm),Power (W)
349.989,1.0771218139299997e-07
359.994,1.3161586337200005e-07
369.997,1.6237522501300002e-07
379.995,2.1293853731400005e-07
389.991,2.9835095665e-07
399.982,3.9306812947e-07
409.97,4.934438301799999e-07
420.034,5.979773891299999e-07
430.014,6.534457901499997e-07
439.989,7.564412012599997e-07
449.961,8.8246969028e-07
460.008,1.0007428210100007e-06
469.972,1.1052883025000003e-06
480.01,1.2193387672099996e-06
489.964,1.3282116310400005e-06
499.993,1.4287376461499991e-06
510.018,1.5143852664400006e-06
520.037,1.59030630918e-06
529.972,1.6703078943099998e-06
539.982,1.71072453681e-06
549.986,1.7435364326500012e-06
559.985,1.8181376719800014e-06
569.979,1.8337270550399995e-06
579.967,1.8352474425599989e-06
590.029,1.853023732979999e-06
600.006,1.84837093593e-06
609.977,1.8014998598299998e-06
620.021,1.7210159881900002e-06
629.981,1.6800182659900012e-06
640.013,1.6506776967100005e-06
650.039,1.6087773725099996e-06
659.98,1.5376064834600014e-06
669.994,1.45605442922e-06
680.001,1.3693646701299994e-06
689.983,1.4722202991900006e-06
699.979,1.4985515445699995e-06
709.968,1.5029037905599993e-06
720.029,1.4864596807099993e-06
730.004,1.4546841788300008e-06
739.972,1.41976811285e-06
750.011,1.3777692776900005e-06
