Wavelength (nm),Current (A)
349.973,9.74673756511111e-09
359.99,1.6312991854444438e-08
370.003,2.5468482702222218e-08
380.013,4.323316154666668e-08
390.019,6.90666522033333e-08
400.022,9.854320408222223e-08
410.021,1.351547528555555e-07
420.016,1.771364349333333e-07
430.007,2.0273637109999993e-07
439.994,2.4905708101111115e-07
449.977,2.9759161202222215e-07
460.035,3.458386911000001e-07
470.01,3.901338794000002e-07
479.98,4.409187459777779e-07
490.025,4.839570140555558e-07
499.985,5.266263304888888e-07
510.021,5.623414907999998e-07
519.972,5.938970406888889e-07
529.998,6.198670471666666e-07
540.019,6.322929891111114e-07
550.034,6.425108718333331e-07
559.965,6.718743366222217e-07
569.97,6.853402927555553e-07
579.97,6.905250368999995e-07
589.964,7.004938220777778e-07
600.032,7.006474065444444e-07
610.014,6.847071255111111e-07
619.991,6.689768647888888e-07
629.962,6.670998886222221e-07
640.006,6.688980865333332e-07
649.964,6.570086622111112e-07
659.996,6.256187052111108e-07
670.021,5.527961836555553e-07
680.039,3.530837029333334e-07
690.015,1.5628429715555563e-07
700.014,6.141096970444441e-08
710.006,2.8646219216666675e-08
719.99,1.5890374270000003e-08
729.968,9.42887531655555e-09
740.018,5.558591417333335e-09
749.981,3.3074604213333327e-09
