Wavelength (nm),Current (A)
350.005,5.3935798033333355e-09
360.018,9.377010459111108e-09
370.028,1.3941477991111113e-08
380.034,2.2448511873333335e-08
390.036,3.973826289444443e-08
400.035,6.265382681666666e-08
410.031,9.024376857000001e-08
420.022,1.2309235128888888e-07
430.009,1.4621818447777772e-07
439.993,1.8041812733333328e-07
449.972,2.2352087419999988e-07
460.026,2.633722173111111e-07
469.997,3.0133781962222225e-07
479.963,3.4482086262222224e-07
490.005,3.859350979888889e-07
499.962,4.2330150736666653e-07
509.993,4.5950819331111126e-07
520.02,4.918790017444442e-07
529.963,5.236962292222221e-07
539.98,5.446060593999996e-07
549.992,5.624222484777778e-07
559.998,5.728948899888889e-07
570.0,6.020282549222222e-07
579.995,6.110756412777779e-07
589.986,6.218911954444444e-07
599.97,6.294674152444445e-07
610.028,6.203508604555552e-07
620.001,5.985495736888888e-07
629.968,5.850824695000001e-07
640.008,5.834013329333333e-07
649.963,5.796031723e-07
659.991,5.597451379e-07
670.012,5.226147667555555e-07
680.026,4.6916383313333324e-07
690.032,4.4933920217777765e-07
700.032,3.9185390253333326e-07
710.026,3.179981819111111e-07
720.012,2.388997252333333e-07
729.991,1.6762502866666664e-07
739.964,1.0958391858888894e-07
750.007,6.53787319633333e-08
