Wavelength (nm),Power (W)
350.005,1.1337788820199994e-07
360.018,1.2982165525599996e-07
370.028,1.4881795308899994e-07
380.034,1.7875874427700001e-07
390.036,2.4695175386000005e-07
400.035,3.2174699697000004e-07
410.031,3.9854086020999955e-07
420.022,4.858049871400002e-07
430.009,5.315782648800006e-07
439.993,6.128366530600005e-07
449.972,7.166143225800001e-07
460.026,8.153364095499993e-07
469.997,8.946518042700003e-07
479.963,9.896690758900004e-07
490.005,1.0735021143199997e-06
499.962,1.1549645055099996e-06
509.993,1.2350901318100004e-06
520.02,1.2886462621599994e-06
529.963,1.3491977887499998e-06
539.98,1.3876178400299985e-06
549.992,1.4169794695899992e-06
559.998,1.4318093485399998e-06
570.0,1.4860164724700002e-06
579.995,1.5003370907500006e-06
589.986,1.515074959539999e-06
599.97,1.5244762596600014e-06
610.028,1.4940661048699995e-06
620.001,1.4434408581400012e-06
629.968,1.40578426854e-06
640.008,1.388687827040001e-06
649.963,1.3658819631400002e-06
659.991,1.3176069671700004e-06
670.012,1.2486456028100003e-06
680.026,1.1785162694700004e-06
690.032,1.2657911776600001e-06
700.032,1.3122986377100003e-06
710.026,1.3408646634299994e-06
720.012,1.3412474760799993e-06
729.991,1.3230524007200002e-06
739.964,1.2988485383500004e-06
750.007,1.26418631967e-06
