Wavelength (nm),Power (W)
349.989,1.1289129200900008e-07
359.994,1.430727876789999e-07
369.997,1.8092337549299993e-07
379.995,2.437900786890002e-07
389.991,3.4458110465999993e-07
399.982,4.4946244326000044e-07
409.97,5.597784538900001e-07
420.034,6.741042221599998e-07
430.014,7.277803984699999e-07
439.989,8.374313296799997e-07
449.961,9.668096735099999e-07
460.008,1.0900546965900005e-06
469.972,1.1948222183400004e-06
480.01,1.3196122290800002e-06
489.964,1.43187145907e-06
499.993,1.53251534409e-06
510.018,1.6216842965199997e-06
520.037,1.6980250797500006e-06
529.972,1.7751675827600002e-06
539.982,1.8141993974999997e-06
549.986,1.8520113439700005e-06
559.985,1.9236338860400007e-06
569.979,1.92847787569e-06
579.967,1.9343096171900004e-06
590.029,1.9510226998600005e-06
600.006,1.9432516636199995e-06
609.977,1.8901467323899994e-06
620.021,1.803653811190001e-06
629.981,1.7527437217899997e-06
640.013,1.72069382688e-06
650.039,1.6752535532400003e-06
659.98,1.6008635014199994e-06
669.994,1.51363034086e-06
680.001,1.4233944272399994e-06
689.983,1.6926457908800005e-06
699.979,1.7253457446099994e-06
709.968,1.7307096824299992e-06
720.029,1.7088418690099994e-06
730.004,1.6721875954100002e-06
739.972,1.6343892303399995e-06
750.011,1.58685726088e-06
