Wavelength (nm),Power (W)
349.973,1.1689784723499993e-07
359.99,1.4702870543200004e-07
370.003,1.9525247980100004e-07
380.013,2.692144001300001e-07
390.019,3.622865094500001e-07
400.022,4.600440810300001e-07
410.021,5.645147768000002e-07
420.016,6.732300999699997e-07
430.007,7.183269230000001e-07
439.994,8.321702253399997e-07
449.977,9.468162107699993e-07
460.035,1.0515818973399998e-06
470.01,1.1436445507400006e-06
479.98,1.25864878722e-06
490.025,1.3444656036299997e-06
499.985,1.4380033223400005e-06
510.021,1.5023020182399995e-06
519.972,1.5685236832099995e-06
529.998,1.6198431058100002e-06
540.019,1.6389781461100002e-06
550.034,1.6527779967599996e-06
559.965,1.7171617365400006e-06
569.97,1.7364722453700007e-06
579.97,1.7450646049199995e-06
589.964,1.7622990542599993e-06
600.032,1.74839118646e-06
610.014,1.6843227002900005e-06
619.991,1.61892139717e-06
629.962,1.5829046179800006e-06
640.006,1.55152919375e-06
649.964,1.4989989785900004e-06
659.996,1.420114547829999e-06
670.021,1.3287710180199995e-06
680.039,1.2545147518899994e-06
690.015,1.4175836030999996e-06
700.014,1.4606362703000001e-06
710.006,1.4697957317300005e-06
719.99,1.4622769561200007e-06
729.968,1.43693179553e-06
740.018,1.4064634388400004e-06
749.981,1.3673260104900002e-06
