Wavelength (nm),Current (A)
349.987,1.940165116222222e-09
359.993,3.219677543999999e-09
369.995,4.274571518111111e-09
379.994,7.368907252333328e-09
389.989,1.3181660461111114e-08
399.981,2.1042696097777782e-08
409.968,3.081714730444444e-08
420.032,4.2752859866666685e-08
430.012,5.150699464222221e-08
439.988,6.54682252277778e-08
450.039,8.32770391422222e-08
460.007,1.0016276208222216e-07
469.97,1.157960653e-07
480.008,1.3402292595555555e-07
489.962,1.5066512699999996e-07
499.991,1.6697302493333335e-07
510.016,1.8175249849999993e-07
520.035,1.9467340572222209e-07
529.97,2.070417001111112e-07
539.979,2.1522928904444444e-07
549.984,2.2315923924444435e-07
559.983,2.3559073497777764e-07
569.976,2.405784892555554e-07
579.965,2.4416004998888884e-07
590.026,2.4941140697777764e-07
600.003,2.5168882127777774e-07
609.975,2.4623402459999985e-07
620.019,2.3692442518888892e-07
629.978,2.3018920178888896e-07
640.011,2.2927788841111124e-07
650.037,2.1838761315555552e-07
659.978,2.0555405745555553e-07
669.991,1.9120086754444434e-07
679.998,1.7913446996666666e-07
689.98,2.1639665132222217e-07
699.976,2.2286175114444447e-07
709.965,2.1671326911111107e-07
720.026,2.0453202017777778e-07
730.001,1.8457975820000001e-07
739.969,1.5778384950000012e-07
750.008,1.221175050333333e-07
